season,week,team_name,team_abbr,position,depth_chart_position,status,full_name,first_name,last_name,birth_date,college,years_exp,status_description_abbr,entry_year,ID
2020,17,Arizona Cardinals,ARI,DL,DE,R/Injured; DFR,Josh Mauro,Josh,Mauro,2/17/91,Stanford,6,R48,2014,Josh-Mauro-ARI-2020
2020,17,Arizona Cardinals,ARI,DL,DE,R/Injured; DFR,Josh Mauro,Josh,Mauro,2/17/91,Stanford,6,R48,2014,Josh-Mauro-ARI-2020
2020,17,Arizona Cardinals,ARI,DL,DT,R/Injured,Jordan Phillips,Jordan,Phillips,9/21/92,Oklahoma,5,R01,2015,Jordan-Phillips-ARI-2020
2020,17,Arizona Cardinals,ARI,DL,DT,Active,Angelo Blackson,Angelo,Blackson,11/14/92,Auburn,5,A01,2015,Angelo-Blackson-ARI-2020
2020,17,Arizona Cardinals,ARI,DL,DT,Active,Zach Allen,Zach,Allen,8/20/97,Boston College,1,A01,2019,Zach-Allen-ARI-2020
2020,17,Arizona Cardinals,ARI,DL,DE,PS/Pro,Michael Dogbe,Michael,Dogbe,5/5/96,Temple,1,P10,2019,Michael-Dogbe-ARI-2020
2020,17,Arizona Cardinals,ARI,DL,DT,Active,Leki Fotu,Leki,Fotu,8/23/98,Utah,0,A01,2020,Leki-Fotu-ARI-2020
2020,17,Arizona Cardinals,ARI,DL,NT,Active,Rashard Lawrence,Rashard,Lawrence,8/27/98,Louisiana State,0,A01,2020,Rashard-Lawrence-ARI-2020
2020,17,Arizona Cardinals,ARI,LB,OLB,R/Injured,Chandler Jones,Chandler,Jones,2/27/90,Syracuse,8,R01,2012,Chandler-Jones-ARI-2020
2020,17,Arizona Cardinals,ARI,LB,OLB,Active,Devon Kennard,Devon,Kennard,6/24/91,Southern California,6,A01,2014,Devon-Kennard-ARI-2020
2020,17,Arizona Cardinals,ARI,LB,OLB,Active,Markus Golden,Markus,Golden,3/13/91,Missouri,5,A01,2015,Markus-Golden-ARI-2020
2020,17,Arizona Cardinals,ARI,LB,OLB,Active,Markus Golden,Markus,Golden,3/13/91,Missouri,5,A01,2015,Markus-Golden-ARI-2020
2020,17,Arizona Cardinals,ARI,LB,ILB,Active,Jordan Hicks,Jordan,Hicks,6/27/92,Texas,5,A01,2015,Jordan-Hicks-ARI-2020
2020,17,Arizona Cardinals,ARI,LB,ILB,Active,De'Vondre Campbell,De'Vondre,Campbell,7/1/93,Minnesota,4,A01,2016,De'Vondre-Campbell-ARI-2020
2020,17,Arizona Cardinals,ARI,LB,ILB,Active,Terrance Smith,Terrance,Smith,5/3/93,Florida State,4,A01,2016,Terrance-Smith-ARI-2020
2020,17,Arizona Cardinals,ARI,LB,OLB,Active,Haason Reddick,Haason,Reddick,9/22/94,Temple,3,A01,2017,Haason-Reddick-ARI-2020
2020,17,Arizona Cardinals,ARI,LB,ILB,Active,Tanner Vallejo,Tanner,Vallejo,12/16/94,Boise State,3,A01,2017,Tanner-Vallejo-ARI-2020
2020,17,Arizona Cardinals,ARI,LB,OLB,R/Injured,Isaiah Irving,Isaiah,Irving,6/9/94,San Jose State,3,R01,2017,Isaiah-Irving-ARI-2020
2020,17,Arizona Cardinals,ARI,LB,OLB,R/Injured,Isaiah Irving,Isaiah,Irving,6/9/94,San Jose State,3,R01,2017,Isaiah-Irving-ARI-2020
2020,17,Arizona Cardinals,ARI,LB,OLB,R/Injured,Kylie Fitts,Kylie,Fitts,10/11/94,Utah,2,R01,2018,Kylie-Fitts-ARI-2020
2020,17,Arizona Cardinals,ARI,LB,OLB,R/Injured,Dennis Gardeck,Dennis,Gardeck,8/9/94,Sioux Falls,2,R01,2018,Dennis-Gardeck-ARI-2020
2020,17,Arizona Cardinals,ARI,LB,ILB,Active,Ezekiel Turner,Ezekiel,Turner,6/9/96,Washington,2,A01,2018,Ezekiel-Turner-ARI-2020
2020,17,Arizona Cardinals,ARI,LB,ILB,Active,Isaiah Simmons,Isaiah,Simmons,7/26/98,Clemson,0,A01,2020,Isaiah-Simmons-ARI-2020
2020,17,Arizona Cardinals,ARI,LB,LB,Practice Squad,Evan Weaver,Evan,Weaver,8/11/98,California,0,P01,2020,Evan-Weaver-ARI-2020
2020,17,Arizona Cardinals,ARI,LB,LB,Practice Squad,Reggie Walker,Reggie,Walker,4/22/96,Kansas State,0,P01,2020,Reggie-Walker-ARI-2020
2020,17,Arizona Cardinals,ARI,OL,T,R/OptOut,Marcus Gilbert,Marcus,Gilbert,2/15/88,Florida,9,R62,2011,Marcus-Gilbert-ARI-2020
2020,17,Arizona Cardinals,ARI,OL,G,Active,J.R. Sweezy,J.R.,Sweezy,4/8/89,North Carolina State,8,A01,2012,J.R.-Sweezy-ARI-2020
2020,17,Arizona Cardinals,ARI,OL,T,Active,Kelvin Beachum,Kelvin,Beachum,6/8/89,Southern Methodist,8,A01,2012,Kelvin-Beachum-ARI-2020
2020,17,Arizona Cardinals,ARI,OL,G,Active,Justin Pugh,Justin,Pugh,8/15/90,Syracuse,7,A01,2013,Justin-Pugh-ARI-2020
2020,17,Arizona Cardinals,ARI,OL,T,Active,D.J. Humphries,D.J.,Humphries,12/28/93,Florida,5,A01,2015,D.J.-Humphries-ARI-2020
2020,17,Arizona Cardinals,ARI,OL,G,Active,Max Garcia,Max,Garcia,11/9/91,Florida,5,A01,2015,Max-Garcia-ARI-2020
2020,17,Arizona Cardinals,ARI,OL,T,Active,Justin Murray,Justin,Murray,4/19/93,Cincinnati,4,A01,2016,Justin-Murray-ARI-2020
2020,17,Arizona Cardinals,ARI,OL,C,Active,Mason Cole,Mason,Cole,3/28/96,Michigan,2,A01,2018,Mason-Cole-ARI-2020
2020,17,Arizona Cardinals,ARI,OL,C,Active,Lamont Gaillard,Lamont,Gaillard,2/8/96,Georgia,1,A01,2019,Lamont-Gaillard-ARI-2020
2020,17,Arizona Cardinals,ARI,OL,T,Active,Joshua Miles,Joshua,Miles,1/4/96,Morgan State,1,A01,2019,Joshua-Miles-ARI-2020
2020,17,Arizona Cardinals,ARI,OL,G,Practice Squad,Koda Martin,Koda,Martin,8/21/95,Syracuse,1,P01,2019,Koda-Martin-ARI-2020
2020,17,Arizona Cardinals,ARI,OL,T,Active,Josh Jones,Josh,Jones,6/22/97,Houston,0,A01,2020,Josh-Jones-ARI-2020
2020,17,Arizona Cardinals,ARI,QB,QB,Active,Brett Hundley,Brett,Hundley,6/15/93,UCLA,5,A01,2015,Brett-Hundley-ARI-2020
2020,17,Arizona Cardinals,ARI,QB,QB,Active,Chris Streveler,Chris,Streveler,1/6/95,South Dakota,0,A01,2020,Chris-Streveler-ARI-2020
2020,17,Arizona Cardinals,ARI,QB,QB,Active,Kyler Murray,Kyler,Murray,8/7/97,Oklahoma,1,A01,2019,Kyler-Murray-ARI-2020
2020,17,Arizona Cardinals,ARI,RB,RB,Active,Kenyan Drake,Kenyan,Drake,1/26/94,Alabama,4,A01,2016,Kenyan-Drake-ARI-2020
2020,17,Arizona Cardinals,ARI,RB,RB,Active,D.J. Foster,D.J.,Foster,11/22/93,Arizona State,4,A01,2016,D.J.-Foster-ARI-2020
2020,17,Arizona Cardinals,ARI,RB,RB,Active,Chase Edmonds,Chase,Edmonds,4/13/96,Fordham,2,A01,2018,Chase-Edmonds-ARI-2020
2020,17,Arizona Cardinals,ARI,RB,RB,Active,Eno Benjamin,Eno,Benjamin,4/13/99,Arizona State,0,A01,2020,Eno-Benjamin-ARI-2020
2020,17,Arizona Cardinals,ARI,RB,RB,Active,Jonathan Ward,Jonathan,Ward,9/30/97,Central Michigan,0,A01,2020,Jonathan-Ward-ARI-2020
2020,17,Arizona Cardinals,ARI,SPEC,P,Active,Andy Lee,Andy,Lee,8/11/82,Pittsburgh,16,A01,2004,Andy-Lee-ARI-2020
2020,17,Arizona Cardinals,ARI,SPEC,K,Active,Mike Nugent,Mike,Nugent,3/2/82,Ohio State,15,A01,2005,Mike-Nugent-ARI-2020
2020,17,Arizona Cardinals,ARI,SPEC,LS,Active,Aaron Brewer,Aaron,Brewer,7/5/90,San Diego State,8,A01,2012,Aaron-Brewer-ARI-2020
2020,17,Arizona Cardinals,ARI,SPEC,K,PS; Exc,Brett Maher,Brett,Maher,11/21/89,Nebraska,7,P06,2013,Brett-Maher-ARI-2020
2020,17,Arizona Cardinals,ARI,SPEC,K,PS; Exc,Brett Maher,Brett,Maher,11/21/89,Nebraska,7,P06,2013,Brett-Maher-ARI-2020
2020,17,Arizona Cardinals,ARI,SPEC,K,PS; Exc,Brett Maher,Brett,Maher,11/21/89,Nebraska,7,P06,2013,Brett-Maher-ARI-2020
2020,17,Arizona Cardinals,ARI,SPEC,K,R/Injured,Zane Gonzalez,Zane,Gonzalez,5/7/95,Arizona State,3,R01,2017,Zane-Gonzalez-ARI-2020
2020,17,Arizona Cardinals,ARI,TE,TE,Active,Maxx Williams,Maxx,Williams,4/12/94,Minnesota,5,A01,2015,Maxx-Williams-ARI-2020
2020,17,Arizona Cardinals,ARI,TE,TE,Active,Seth DeValve,Seth,DeValve,1/29/93,Princeton,4,A01,2016,Seth-DeValve-ARI-2020
2020,17,Arizona Cardinals,ARI,TE,TE,Active,Seth DeValve,Seth,DeValve,1/29/93,Princeton,4,A01,2016,Seth-DeValve-ARI-2020
2020,17,Arizona Cardinals,ARI,TE,TE,Active,Darrell Daniels,Darrell,Daniels,11/22/94,Washington,3,A01,2017,Darrell-Daniels-ARI-2020
2020,17,Arizona Cardinals,ARI,TE,TE,Practice Squad,Evan Baylis,Evan,Baylis,11/18/93,Oregon,3,P01,2017,Evan-Baylis-ARI-2020
2020,17,Arizona Cardinals,ARI,TE,TE,Practice Squad,Evan Baylis,Evan,Baylis,11/18/93,Oregon,3,P01,2017,Evan-Baylis-ARI-2020
2020,17,Arizona Cardinals,ARI,TE,TE,Active,Dan Arnold,Dan,Arnold,3/15/95,Wisconsin-Platteville,3,A01,2017,Dan-Arnold-ARI-2020
2020,17,Arizona Cardinals,ARI,WR,WR,Active,Larry Fitzgerald,Larry,Fitzgerald,8/31/83,Pittsburgh,16,A01,2004,Larry-Fitzgerald-ARI-2020
2020,17,Arizona Cardinals,ARI,WR,WR,Active,DeAndre Hopkins,DeAndre,Hopkins,6/6/92,Clemson,7,A01,2013,DeAndre-Hopkins-ARI-2020
2020,17,Arizona Cardinals,ARI,WR,WR,Practice Squad,Isaac Whitney,Isaac,Whitney,6/22/94,Southern California,3,P01,2017,Isaac-Whitney-ARI-2020
2020,17,Arizona Cardinals,ARI,WR,WR,Practice Squad,Isaac Whitney,Isaac,Whitney,6/22/94,Southern California,3,P01,2017,Isaac-Whitney-ARI-2020
2020,17,Arizona Cardinals,ARI,WR,WR,Practice Squad,Krishawn Hogan,Krishawn,Hogan,5/12/95,"Marian, Ind.",3,P01,2017,Krishawn-Hogan-ARI-2020
2020,17,Arizona Cardinals,ARI,WR,WR,Practice Squad,Krishawn Hogan,Krishawn,Hogan,5/12/95,"Marian, Ind.",3,P01,2017,Krishawn-Hogan-ARI-2020
2020,17,Arizona Cardinals,ARI,WR,WR,R/COVID-19,Christian Kirk,Christian,Kirk,11/18/96,Texas A&amp;M,2,R59,2018,Christian-Kirk-ARI-2020
2020,17,Arizona Cardinals,ARI,WR,WR,Active,Trent Sherfield,Trent,Sherfield,2/26/96,Vanderbilt,2,A01,2018,Trent-Sherfield-ARI-2020
2020,17,Arizona Cardinals,ARI,WR,WR,Active,Andy Isabella,Andy,Isabella,11/18/96,Massachusetts,1,A01,2019,Andy-Isabella-ARI-2020
2020,17,Arizona Cardinals,ARI,WR,WR,Active,KeeSean Johnson,KeeSean,Johnson,10/9/96,Fresno State,1,A01,2019,KeeSean-Johnson-ARI-2020
2020,17,Arizona Cardinals,ARI,WR,WR,Prac Sq.; Inj,A.J. Richardson,A.J.,Richardson,6/2/95,Boise State,1,P02,2019,A.J.-Richardson-ARI-2020
2020,17,Arizona Cardinals,ARI,WR,WR,Practice Squad,JoJo Ward,JoJo,Ward,12/9/97,Hawaii,0,P01,2020,JoJo-Ward-ARI-2020
2020,17,Atlanta Falcons,ATL,DB,CB,Active,Blidi Wreh-Wilson,Blidi,Wreh-Wilson,12/5/89,Connecticut,7,A01,2013,Blidi-Wreh-Wilson-ATL-2020
2020,17,Atlanta Falcons,ATL,DB,CB,Active,Darqueze Dennard,Darqueze,Dennard,10/10/91,Michigan State,6,A01,2014,Darqueze-Dennard-ATL-2020
2020,17,Atlanta Falcons,ATL,DB,CB,Active,Ricardo Allen,Ricardo,Allen,12/18/91,Purdue,6,A01,2014,Ricardo-Allen-ATL-2020
2020,17,Atlanta Falcons,ATL,DB,FS,Active,Keanu Neal,Keanu,Neal,7/26/95,Florida,4,A01,2016,Keanu-Neal-ATL-2020
2020,17,Atlanta Falcons,ATL,DB,SS,PS; Exc,T.J. Green,T.J.,Green,3/15/95,Clemson,4,P06,2016,T.J.-Green-ATL-2020
2020,17,Atlanta Falcons,ATL,DB,SS,PS; Exc,T.J. Green,T.J.,Green,3/15/95,Clemson,4,P06,2016,T.J.-Green-ATL-2020
2020,17,Atlanta Falcons,ATL,DB,CB,Active,Sharrod Neasman,Sharrod,Neasman,10/14/91,Florida Atlantic,4,A01,2016,Sharrod-Neasman-ATL-2020
2020,17,Atlanta Falcons,ATL,DB,SS,R/Injured,Damontae Kazee,Damontae,Kazee,6/5/93,San Diego State,3,R01,2017,Damontae-Kazee-ATL-2020
2020,17,Atlanta Falcons,ATL,DB,CB,Active,Isaiah Oliver,Isaiah,Oliver,9/30/96,Colorado,2,A01,2018,Isaiah-Oliver-ATL-2020
2020,17,Atlanta Falcons,ATL,DB,CB,Active,Kendall Sheffield,Kendall,Sheffield,5/30/96,Ohio State,1,A01,2019,Kendall-Sheffield-ATL-2020
2020,17,Atlanta Falcons,ATL,DB,CB,Active,A.J. Terrell,A.J.,Terrell,9/23/98,Clemson,0,A01,2020,A.J.-Terrell-ATL-2020
2020,17,Atlanta Falcons,ATL,DB,FS,Active,Jaylinn Hawkins,Jaylinn,Hawkins,8/25/97,California,0,A01,2020,Jaylinn-Hawkins-ATL-2020
2020,17,Atlanta Falcons,ATL,DB,DB,Practice Squad,Chris Williamson,Chris,Williamson,5/19/97,Minnesota,0,P01,2020,Chris-Williamson-ATL-2020
2020,17,Atlanta Falcons,ATL,DB,DB,Practice Squad,Chris Williamson,Chris,Williamson,5/19/97,Minnesota,0,P01,2020,Chris-Williamson-ATL-2020
2020,17,Atlanta Falcons,ATL,DB,CB,PS/Pro,Delrick Abrams,Delrick,Abrams,4/4/97,Colorado,0,P10,2020,Delrick-Abrams-ATL-2020
2020,17,Atlanta Falcons,ATL,DB,CB,Active,Tyler Hall,Tyler,Hall,10/31/98,Wyoming,0,A01,2020,Tyler-Hall-ATL-2020
2020,17,Atlanta Falcons,ATL,DL,DE,Active,Allen Bailey,Allen,Bailey,3/25/89,Miami,9,A01,2011,Allen-Bailey-ATL-2020
2020,17,Atlanta Falcons,ATL,DL,DE,Active,Steven Means,Steven,Means,9/16/90,Buffalo,7,A01,2013,Steven-Means-ATL-2020
2020,17,Atlanta Falcons,ATL,DL,DE,Active,Dante Fowler,Dante,Fowler,8/3/94,Florida,5,A01,2015,Dante-Fowler-ATL-2020
2020,17,Atlanta Falcons,ATL,DL,DT,Active,Grady Jarrett,Grady,Jarrett,4/28/93,Clemson,5,A01,2015,Grady-Jarrett-ATL-2020
2020,17,Atlanta Falcons,ATL,DL,DT,Active,Tyeler Davison,Tyeler,Davison,9/3/92,Fresno State,5,A01,2015,Tyeler-Davison-ATL-2020
2020,17,Atlanta Falcons,ATL,DL,DE,Active,Charles Harris,Charles,Harris,3/6/95,Missouri,3,A01,2017,Charles-Harris-ATL-2020
2020,17,Atlanta Falcons,ATL,DL,DT,Active,Deadrin Senat,Deadrin,Senat,7/22/94,South Florida,2,A01,2018,Deadrin-Senat-ATL-2020
2020,17,Atlanta Falcons,ATL,DL,DE,Active,Jacob Tuioti-Mariner,Jacob,Tuioti-Mariner,7/25/96,UCLA,2,A01,2018,Jacob-Tuioti-Mariner-ATL-2020
2020,17,Atlanta Falcons,ATL,DL,DT,Active,John Cominsky,John,Cominsky,11/22/95,"Charleston, W. Va.",1,A01,2019,John-Cominsky-ATL-2020
2020,17,Atlanta Falcons,ATL,DL,DT,Practice Squad,Chris Slayton,Chris,Slayton,8/6/96,Syracuse,1,P01,2019,Chris-Slayton-ATL-2020
2020,17,Atlanta Falcons,ATL,DL,DT,Practice Squad,Chris Slayton,Chris,Slayton,8/6/96,Syracuse,1,P01,2019,Chris-Slayton-ATL-2020
2020,17,Atlanta Falcons,ATL,DL,DT,Active,Marlon Davidson,Marlon,Davidson,5/11/98,Auburn,0,A01,2020,Marlon-Davidson-ATL-2020
2020,17,Atlanta Falcons,ATL,DL,DE,PS; COVID19,Austin Edwards,Austin,Edwards,8/27/97,Ferris State,0,P09,2020,Austin-Edwards-ATL-2020
2020,17,Atlanta Falcons,ATL,DL,DE,PS; COVID19,Austin Edwards,Austin,Edwards,8/27/97,Ferris State,0,P09,2020,Austin-Edwards-ATL-2020
2020,17,Atlanta Falcons,ATL,LB,OLB,Active,LaRoy Reynolds,LaRoy,Reynolds,11/3/90,Virginia,7,A01,2013,LaRoy-Reynolds-ATL-2020
2020,17,Atlanta Falcons,ATL,LB,OLB,Active,Edmond Robinson,Edmond,Robinson,2/23/92,Newberry,5,A01,2015,Edmond-Robinson-ATL-2020
2020,17,Atlanta Falcons,ATL,LB,MLB,Active,Deion Jones,Deion,Jones,11/4/94,Louisiana State,4,A01,2016,Deion-Jones-ATL-2020
2020,17,Atlanta Falcons,ATL,LB,OLB,Practice Squad,Pita Taumoepenu,Pita,Taumoepenu,3/9/94,Utah,3,P01,2017,Pita-Taumoepenu-ATL-2020
2020,17,Atlanta Falcons,ATL,LB,MLB,Active,Foyesade Oluokun,Foyesade,Oluokun,8/2/95,Yale,2,A01,2018,Foyesade-Oluokun-ATL-2020
2020,17,Atlanta Falcons,ATL,LB,OLB,Active,Mykal Walker,Mykal,Walker,8/28/97,Fresno State,0,A01,2020,Mykal-Walker-ATL-2020
2020,17,Atlanta Falcons,ATL,OL,C,R/COVID-19,Alex Mack,Alex,Mack,11/19/85,California,11,R59,2009,Alex-Mack-ATL-2020
2020,17,Atlanta Falcons,ATL,OL,G,Active,James Carpenter,James,Carpenter,3/22/89,Alabama,9,A01,2011,James-Carpenter-ATL-2020
2020,17,Atlanta Falcons,ATL,OL,T,Active,John Wetzel,John,Wetzel,7/18/91,Boston College,7,A01,2013,John-Wetzel-ATL-2020
2020,17,Atlanta Falcons,ATL,OL,T,Active,Jake Matthews,Jake,Matthews,2/11/92,Texas A&amp;M,6,A01,2014,Jake-Matthews-ATL-2020
2020,17,Atlanta Falcons,ATL,OL,C,Active,Justin McCray,Justin,McCray,5/31/92,Central Florida,6,A01,2014,Justin-McCray-ATL-2020
2020,17,Atlanta Falcons,ATL,OL,G,Practice Squad,Willie Beavers,Willie,Beavers,10/2/93,Western Michigan,4,P01,2016,Willie-Beavers-ATL-2020
2020,17,Atlanta Falcons,ATL,OL,G,Practice Squad,Sean Harlow,Sean,Harlow,3/28/95,Oregon State,3,P01,2017,Sean-Harlow-ATL-2020
2020,17,Atlanta Falcons,ATL,OL,T,Active,Matt Gono,Matt,Gono,5/10/96,Wesley,2,A01,2018,Matt-Gono-ATL-2020
2020,17,Atlanta Falcons,ATL,OL,G,Active,Chris Lindstrom,Chris,Lindstrom,2/8/97,Boston College,1,A01,2019,Chris-Lindstrom-ATL-2020
2020,17,Atlanta Falcons,ATL,OL,T,Active,Kaleb McGary,Kaleb,McGary,2/22/95,Washington,1,A01,2019,Kaleb-McGary-ATL-2020
2020,17,Atlanta Falcons,ATL,OL,C,Practice Squad,Willie Wright,Willie,Wright,2/25/96,Tulsa,1,P01,2019,Willie-Wright-ATL-2020
2020,17,Atlanta Falcons,ATL,OL,G,Active,Matt Hennessy,Matt,Hennessy,11/17/97,Temple,0,A01,2020,Matt-Hennessy-ATL-2020
2020,17,Atlanta Falcons,ATL,QB,QB,Active,Matt Schaub,Matt,Schaub,6/25/81,Virginia,16,A01,2004,Matt-Schaub-ATL-2020
2020,17,Atlanta Falcons,ATL,QB,QB,Active,Matt Ryan,Matt,Ryan,5/17/85,Boston College,12,A01,2008,Matt-Ryan-ATL-2020
2020,17,Atlanta Falcons,ATL,QB,QB,PS/Pro,Kurt Benkert,Kurt,Benkert,7/17/95,Virginia,2,P10,2018,Kurt-Benkert-ATL-2020
2020,17,Atlanta Falcons,ATL,RB,FB,Active,Keith Smith,Keith,Smith,4/8/92,San Jose State,6,A01,2014,Keith-Smith-ATL-2020
2020,17,Atlanta Falcons,ATL,RB,RB,Active,Todd Gurley,Todd,Gurley,8/3/94,Georgia,5,A01,2015,Todd-Gurley-ATL-2020
2020,17,Atlanta Falcons,ATL,RB,RB,Active,Brian Hill,Brian,Hill,11/9/95,Wyoming,3,A01,2017,Brian-Hill-ATL-2020
2020,17,Atlanta Falcons,ATL,RB,RB,Active,Ito Smith,Ito,Smith,9/11/95,Southern Mississippi,2,A01,2018,Ito-Smith-ATL-2020
2020,17,Atlanta Falcons,ATL,RB,RB,Active,Qadree Ollison,Qadree,Ollison,9/8/96,Pittsburgh,1,A01,2019,Qadree-Ollison-ATL-2020
2020,17,Atlanta Falcons,ATL,RB,RB,Practice Squad,Tony Brooks-James,Tony,Brooks-James,12/6/94,Oregon,1,P01,2019,Tony-Brooks-James-ATL-2020
2020,17,Atlanta Falcons,ATL,SPEC,LS,Active,Josh Harris,Josh,Harris,4/27/89,Auburn,8,A01,2012,Josh-Harris-ATL-2020
2020,17,Atlanta Falcons,ATL,SPEC,K,Active,Younghoe Koo,Younghoe,Koo,8/3/94,Georgia Southern,3,A01,2017,Younghoe-Koo-ATL-2020
2020,17,Atlanta Falcons,ATL,SPEC,K,Practice Squad,Elliott Fry,Elliott,Fry,12/12/94,South Carolina,1,P01,2019,Elliott-Fry-ATL-2020
2020,17,Atlanta Falcons,ATL,SPEC,P,Active,Sterling Hofrichter,Sterling,Hofrichter,12/5/96,Syracuse,0,A01,2020,Sterling-Hofrichter-ATL-2020
2020,17,Atlanta Falcons,ATL,TE,TE,Active,Luke Stocker,Luke,Stocker,7/17/88,Tennessee,9,A01,2011,Luke-Stocker-ATL-2020
2020,17,Atlanta Falcons,ATL,TE,TE,Active,Hayden Hurst,Hayden,Hurst,8/24/93,South Carolina,2,A01,2018,Hayden-Hurst-ATL-2020
2020,17,Atlanta Falcons,ATL,TE,TE,Active,Jaeden Graham,Jaeden,Graham,10/10/95,Yale,2,A01,2018,Jaeden-Graham-ATL-2020
2020,17,Atlanta Falcons,ATL,TE,TE,Active,Jared Pinkney,Jared,Pinkney,8/21/97,Vanderbilt,0,A01,2020,Jared-Pinkney-ATL-2020
2020,17,Atlanta Falcons,ATL,WR,WR,Active,Julio Jones,Julio,Jones,2/8/89,Alabama,9,A01,2011,Julio-Jones-ATL-2020
2020,17,Atlanta Falcons,ATL,WR,WR,Active,Laquon Treadwell,Laquon,Treadwell,6/14/95,Mississippi,4,A01,2016,Laquon-Treadwell-ATL-2020
2020,17,Atlanta Falcons,ATL,WR,WR,Active,Calvin Ridley,Calvin,Ridley,12/20/94,Alabama,2,A01,2018,Calvin-Ridley-ATL-2020
2020,17,Atlanta Falcons,ATL,WR,WR,Active,Russell Gage,Russell,Gage,1/22/96,Louisiana State,2,A01,2018,Russell-Gage-ATL-2020
2020,17,Atlanta Falcons,ATL,WR,WR,Active,Christian Blake,Christian,Blake,6/8/96,Northern Illinois,2,A01,2018,Christian-Blake-ATL-2020
2020,17,Atlanta Falcons,ATL,WR,WR,Active,Devin Gray,Devin,Gray,6/15/95,Cincinnati,2,A01,2018,Devin-Gray-ATL-2020
2020,17,Atlanta Falcons,ATL,WR,WR,Active,Brandon Powell,Brandon,Powell,9/12/95,Florida,2,A01,2018,Brandon-Powell-ATL-2020
2020,17,Atlanta Falcons,ATL,WR,WR,R/Injured,Olamide Zaccheaus,Olamide,Zaccheaus,7/23/97,Virginia,1,R01,2019,Olamide-Zaccheaus-ATL-2020
2020,17,Atlanta Falcons,ATL,WR,WR,Practice Squad,Greg Dortch,Greg,Dortch,5/29/98,Wake Forest,1,P01,2019,Greg-Dortch-ATL-2020
2020,17,Atlanta Falcons,ATL,WR,WR,Practice Squad,Juwan Green,Juwan,Green,7/1/98,"Albany, N.Y.",0,P01,2020,Juwan-Green-ATL-2020
2020,17,Atlanta Falcons,ATL,WR,WR,Active,Chris Rowland,Chris,Rowland,12/19/97,Tennessee State,0,A01,2020,Chris-Rowland-ATL-2020
2020,19,Baltimore Ravens,BAL,DB,CB,Active,Tramon Williams,Tramon,Williams,3/16/83,Louisiana Tech,14,A01,2006,Tramon-Williams-BAL-2020
2020,19,Baltimore Ravens,BAL,DB,CB,Active,Tramon Williams,Tramon,Williams,3/16/83,Louisiana Tech,14,A01,2006,Tramon-Williams-BAL-2020
2020,19,Baltimore Ravens,BAL,DB,SS,Active,Anthony Levine,Anthony,Levine,3/27/87,Tennessee State,10,A01,2010,Anthony-Levine-BAL-2020
2020,19,Baltimore Ravens,BAL,DB,CB,Active,Jimmy Smith,Jimmy,Smith,7/26/88,Colorado,9,A01,2011,Jimmy-Smith-BAL-2020
2020,19,Baltimore Ravens,BAL,DB,CB,Active,Pierre Desir,Pierre,Desir,9/8/90,Lindenwood,6,A01,2014,Pierre-Desir-BAL-2020
2020,19,Baltimore Ravens,BAL,DB,CB,Active,Pierre Desir,Pierre,Desir,9/8/90,Lindenwood,6,A01,2014,Pierre-Desir-BAL-2020
2020,19,Baltimore Ravens,BAL,DB,CB,Active,Marcus Peters,Marcus,Peters,1/9/93,Washington,5,A01,2015,Marcus-Peters-BAL-2020
2020,19,Baltimore Ravens,BAL,DB,SS,Active,Jordan Richards,Jordan,Richards,1/21/93,Stanford,5,A01,2015,Jordan-Richards-BAL-2020
2020,19,Baltimore Ravens,BAL,DB,CB,R/Injured,Tavon Young,Tavon,Young,3/14/94,Temple,4,R01,2016,Tavon-Young-BAL-2020
2020,19,Baltimore Ravens,BAL,DB,FS,PS/Vet Pro,Jayron Kearse,Jayron,Kearse,2/11/94,Clemson,4,P12,2016,Jayron-Kearse-BAL-2020
2020,19,Baltimore Ravens,BAL,DB,FS,PS/Vet Pro,Jayron Kearse,Jayron,Kearse,2/11/94,Clemson,4,P12,2016,Jayron-Kearse-BAL-2020
2020,19,Baltimore Ravens,BAL,DB,CB,Active,Marlon Humphrey,Marlon,Humphrey,7/8/96,Alabama,3,A01,2017,Marlon-Humphrey-BAL-2020
2020,19,Baltimore Ravens,BAL,DB,SS,Active,Chuck Clark,Chuck,Clark,4/19/95,Virginia Tech,3,A01,2017,Chuck-Clark-BAL-2020
2020,19,Baltimore Ravens,BAL,DB,CB,Active,Anthony Averett,Anthony,Averett,11/30/94,Alabama,2,A01,2018,Anthony-Averett-BAL-2020
2020,19,Baltimore Ravens,BAL,DB,CB,R/Injured; DFR,Davontae Harris,Davontae,Harris,1/21/95,Illinois State,2,R48,2018,Davontae-Harris-BAL-2020
2020,19,Baltimore Ravens,BAL,DB,CB,R/Injured; DFR,Davontae Harris,Davontae,Harris,1/21/95,Illinois State,2,R48,2018,Davontae-Harris-BAL-2020
2020,19,Baltimore Ravens,BAL,DB,FS,Active,DeShon Elliott,DeShon,Elliott,4/21/97,Texas,2,A01,2018,DeShon-Elliott-BAL-2020
2020,19,Baltimore Ravens,BAL,DB,CB,PS/Pro,Terrell Bonds,Terrell,Bonds,7/22/96,Tennessee State,1,P10,2019,Terrell-Bonds-BAL-2020
2020,19,Baltimore Ravens,BAL,DB,CB,R/Injured,Iman Marshall,Iman,Marshall,2/27/97,Southern California,1,R01,2019,Iman-Marshall-BAL-2020
