connector,player_id,game_id,home_team,away_team,season_type,week,posteam,posteam_type,defteam,side_of_field,yardline_100,game_date,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,game_half,qtr,down,yrdln,ydstogo,desc,injured_first_name,injured_last_name,injured_team,injured_player_num,contact_noncontact,injury_area,player_role,season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,years_exp,game_type,football_name,entry_year,day,date,time,winner.tie,loser.tie,pts_w,pts_l,yds_w,tov_w,yds_l,tov_l,loser_is_home,Home_Team,Away_Team,Home_abbr,Away_abbr,num_injuries,num_plays,surface,surface_type,stadium,dome,Avg_Temp,Avg_Feels_Like,Avg_Wind_MPH,Avg_Humidity_Percent,Avg_Percipitation_Prob_Percent,Home_latitude,Home_longitude,Away_latitude,Away_longitude,Neutral_latitude,Neutral_longitude,distance_miles_away,distance_miles_home,HOME_day_since_last_game,AWAY_day_since_last_game,spread_line,total_line,weeks_bucketed
2019_06_DAL_NYJ_Jones,2019_DAL_31_Jones,2019_06_DAL_NYJ,NYJ,DAL,REG,6,NYJ,home,DAL,NYJ,75,43751,417,1317,1317,Half2,3,2,NYJ 25,10,(6:57) (Shotgun) 14-S.Darnold pass deep left to 82-J.Crowder pushed ob at 50 for 25 yards (25-X.Woods). DAL-31-B.Jones was injured during the play.,B,Jones,DAL,31,non contact,lower body,pass defender,2019,DAL,DB,CB,31,Active,Byron Jones,Byron,Jones,33873,73,205,Connecticut,4,REG,Byron,2015,Sun,43751,0.684027778,New York Jets,Dallas Cowboys,24,22,382,1,399,0,FALSE,New York Jets,Dallas Cowboys,NYJ,DAL,3,185,FieldTurf Classic HD,Turf,MetLife Stadium,FALSE,62.75,62.75,3,51.25,0,40.8137,-74.0829,32.9049,-97.0359,0,0,1376.31221,0,7,7,-7,43.5,2
2019_06_DAL_NYJ_McLendon,2019_NYJ_99_McLendon,2019_06_DAL_NYJ,NYJ,DAL,REG,6,DAL,away,NYJ,DAL,71,43751,127,1027,1027,Half2,3,2,DAL 29,7,"(2:07) (No Huddle, Shotgun) 4-D.Prescott pass short middle to 21-E.Elliott pushed ob at DAL 42 for 13 yards (34-B.Poole). NYJ-99-S.McLendon was injured during the play.",S,McLendon,NYJ,99,non contact,lower body,AFP,2019,NYJ,DL,NT,99,Active,Steve McLendon,Stephen,McLendon,31415,75,310,Troy,10,REG,Steve,2009,Sun,43751,0.684027778,New York Jets,Dallas Cowboys,24,22,382,1,399,0,FALSE,New York Jets,Dallas Cowboys,NYJ,DAL,3,185,FieldTurf Classic HD,Turf,MetLife Stadium,FALSE,62.75,62.75,3,51.25,0,40.8137,-74.0829,32.9049,-97.0359,0,0,1376.31221,0,7,7,-7,43.5,2
2019_06_HOU_KC_Roby,2019_HOU_21_Roby,2019_06_HOU_KC,KC,HOU,REG,6,KC,home,HOU,KC,64,43751,655,1555,1555,Half2,3,1,KC 36,10,(10:55) (Shotgun) 15-P.Mahomes pass short right to 10-T.Hill to KC 44 for 8 yards (21-B.Roby). HOU-21-B.Roby was injured during the play.,B,Roby,HOU,21,non contact,lower body,pass defender,2019,HOU,DB,CB,21,Active,Bradley Roby,Bradley,Roby,33725,71,194,Ohio State,5,DIV,Bradley,2014,Sun,43751,0.541666667,Houston Texans,Kansas City Chiefs,31,24,472,3,309,2,TRUE,Kansas City Chiefs,Houston Texans,KC,HOU,3,183,Bermuda Grass,Grass,Arrowhead Stadium,FALSE,60.5,60.5,3,27.25,0,39.0482,-94.4831,29.6849,-95.4106,0,0,649.1290048,0,7,7,3.5,54.5,2
2019_06_PIT_LAC_Bush,2019_PIT_55_Bush,2019_06_PIT_LAC,LAC,PIT,REG,6,LAC,home,PIT,LAC,62,43751,263,263,2063,Half1,2,1,LAC 38,10,(4:23) (Shotgun) 30-A.Ekeler right end to LAC 39 for 1 yard (48-B.Dupree; 98-V.Williams). PIT-55-D.Bush was injured during the play.,D,Bush,PIT,55,non contact,ankle,run defender,2019,PIT,LB,LB,55,Active,Devin Bush,Devin,Bush,35994,71,233,Michigan,0,REG,Devin,2019,Sun,43751,0.847222222,Pittsburgh Steelers,Los Angeles Chargers,24,17,256,1,348,3,TRUE,Los Angeles Chargers,Pittsburgh Steelers,LAC,PIT,3,158,Hellas Matrix Turf,Turf,SoFi Stadium,TRUE,63.75,63.75,5,81.25,0,33.8642,-118.261,40.4467,-80.0158,0,0,2137.31331,0,7,7,6,42.5,2
2019_06_SEA_CLE_Dissly,2019_SEA_88_Dissly,2019_06_SEA_CLE,CLE,SEA,REG,6,SEA,away,CLE,CLE,20,43751,654,654,2454,Half1,2,3,CLE 20,8,(10:54) (Shotgun) 3-R.Wilson pass incomplete deep left to 88-W.Dissly. SEA-88-W.Dissly was injured during the play. He is Out.,W,Dissly,SEA,88,non contact,ankle,pass receiver,2019,SEA,TE,TE,88,NA,Will Dissly,Will,Dissly,35254,76,265,Washington,1,DIV,Will,2018,Sun,43751,0.541666667,Seattle Seahawks,Cleveland Browns,32,28,454,1,406,4,TRUE,Cleveland Browns,Seattle Seahawks,CLE,SEA,4,191,Kentucky Bluegrass,Grass,FirstEnergy Stadium,FALSE,63.25,63.25,8,26,0,41.506,-81.7001,47.5932,-122.3318,0,0,2020.247137,0,6,10,1,45.5,2
2019_06_SEA_CLE_Kush,2019_CLE_72_Kush,2019_06_SEA_CLE,CLE,SEA,REG,6,CLE,home,SEA,SEA,30,43751,58,958,958,Half2,3,1,SEA 30,10,(:58) 24-N.Chubb left end to SEA 22 for 8 yards (21-T.Flowers). CLE-72-E.Kush was injured during the play. His return is Probable.,E,Kush,CLE,72,non contact,lower body,run blocker,2019,CLE,OL,OG,72,Active,Eric Kush,Eric,Kush,32760,76,317,"California, Pa.",6,REG,Eric,2013,Sun,43751,0.541666667,Seattle Seahawks,Cleveland Browns,32,28,454,1,406,4,TRUE,Cleveland Browns,Seattle Seahawks,CLE,SEA,4,191,Kentucky Bluegrass,Grass,FirstEnergy Stadium,FALSE,63.25,63.25,8,26,0,41.506,-81.7001,47.5932,-122.3318,0,0,2020.247137,0,6,10,1,45.5,2
2019_06_SF_LAR_Samuel,2019_SF_19_Samuel,2019_06_SF_LAR,LAR,SF,REG,6,SF,away,LA,SF,72,43751,401,401,401,Half2,4,3,SF 28,10,"(6:41) (Shotgun) 10-J.Garoppolo pass short right to 26-T.Coleman to SF 30 for 2 yards (90-M.Brockers, 32-E.Weddle). SF-19-D.Samuel was injured during the play. His return is Doubtful.",D,Samuel,SF,19,non contact,upper body,pass receiver,2019,SF,WR,WR,19,Active,Deebo Samuel,Tyshun,Samuel,35079,72,214,South Carolina,0,SB,Deebo,2019,Sun,43751,0.670138889,San Francisco 49ers,Los Angeles Rams,20,7,331,2,157,1,TRUE,Los Angeles Rams,San Francisco 49ers,LAR,SF,3,176,Hellas Matrix Turf,Turf,SoFi Stadium,TRUE,72.75,72.75,6,49,0,33.8642,-118.261,37.4029,-121.9678,0,0,321.0665045,0,10,6,3,49.5,2
2019_06_WAS_MIA_Cunningham,2019_WAS_83_Cunningham,2019_06_WAS_MIA,MIA,WAS,REG,6,WAS,away,MIA,MIA,35,43751,656,656,656,Half2,4,NA,MIA 35,0,"(Onside Kick formation) 7-J.Sanders kicks onside 18 yards from MIA 35 to WAS 47. RECOVERED by MIA-44-D.Lacey. WAS-83-J.Cunningham was injured during the play. His return is Questionable. PENALTY on MIA-26-S.Parker, Offside on Free Kick, 5 yards, enforced at MIA 35 - No Play.",J,Cunningham,WAS,83,non contact,knee,AFP,2019,WAS,TE,TE,83,NA,Jerome Cunningham,Jerome,Cunningham,33383,75,250,Southern Connecticut State,5,REG,Jerome,2014,Sun,43751,0.541666667,Washington Redskins,Miami Dolphins,17,16,311,0,271,2,TRUE,Miami Dolphins,Washington Redskins,MIA,WAS,7,179,Bermuda Grass,Grass,Hard Rock Stadium,TRUE,83,88.5,9.75,68.75,2,25.9579,-80.2388,39.0267,-77.4441,0,0,917.4540536,0,14,7,-6,42,2
2019_06_WAS_MIA_Moses,2019_WAS_76_Moses,2019_06_WAS_MIA,MIA,WAS,REG,6,WAS,away,MIA,MIA,38,43751,46,946,946,Half2,3,2,MIA 38,10,(:46) (Shotgun) 8-C.Keenum pass incomplete short middle to 17-T.McLaurin. WAS-76-M.Moses was injured during the play. His return is Questionable.,M,Moses,WAS,76,non contact,knee,pass blocker,2019,WAS,OL,T,76,Active,Morgan Moses,Morgan,Moses,33300,78,330,Virginia,5,REG,Morgan,2014,Sun,43751,0.541666667,Washington Redskins,Miami Dolphins,17,16,311,0,271,2,TRUE,Miami Dolphins,Washington Redskins,MIA,WAS,7,179,Bermuda Grass,Grass,Hard Rock Stadium,TRUE,83,88.5,9.75,68.75,2,25.9579,-80.2388,39.0267,-77.4441,0,0,917.4540536,0,14,7,-6,42,2
2019_07_ARI_NYG_Haley,2019_NYG_34_Haley,2019_07_ARI_NYG,NYG,ARI,REG,7,ARI,away,NYG,ARI,74,43758,452,452,452,Half2,4,2,ARI 26,9,(7:32) (Shotgun) 29-C.Edmonds right guard to ARI 33 for 7 yards (47-A.Ogletree; 55-D.Mayo). NYG-34-G.Haley was injured during the play.,G,Haley,NYG,34,non contact,head,run defender,2019,NYG,DB,CB,34,Active,Grant Haley,Grant,Haley,35070,69,190,Penn State,1,REG,Grant,2018,Sun,43758,0.541666667,Arizona Cardinals,New York Giants,27,21,245,0,263,3,TRUE,New York Giants,Arizona Cardinals,NYG,ARI,2,180,FieldTurf Classic HD,Turf,MetLife Stadium,FALSE,56.25,56.25,2,84,75,40.8137,-74.0829,33.5276,-112.2626,0,0,2143.639862,0,10,7,3.5,49.5,2
2019_07_LAC_TEN_Davis,2019_LAC_58_Davis,2019_07_LAC_TEN,TEN,LAC,REG,7,TEN,home,LAC,LAC,19,43758,51,51,1851,Half1,2,2,LAC 19,6,(:51) (Shotgun) 17-R.Tannehill pass short left to 11-A.Brown to LAC 8 for 11 yards (43-M.Davis). LAC-58-T.Davis was injured during the play. His return is Questionable.,T,Davis,LAC,58,non contact,lower body,AFP,2019,LAC,LB,OLB,58,Active,Thomas Davis,Thomas,Davis,30397,73,235,Georgia,14,REG,Thomas,2005,Sun,43758,0.670138889,Tennessee Titans,Los Angeles Chargers,23,20,403,1,365,1,FALSE,Tennessee Titans,Los Angeles Chargers,TEN,LAC,6,165,Bermuda Grass,Grass,Nissan Stadium,FALSE,75.5,75.5,3.5,44.25,0,36.1992,-86.8045,33.8642,-118.261,0,0,1779.308624,0,7,7,3,42.5,2
2019_07_LAC_TEN_Nwosu,2019_LAC_42_Nwosu,2019_07_LAC_TEN,TEN,LAC,REG,7,TEN,home,LAC,LAC,23,43758,895,895,895,Half2,4,3,LAC 23,11,"(14:55) (Shotgun) 17-R.Tannehill pass short middle to 10-A.Humphries to LAC 9 for 14 yards (49-D.Tranquill, 43-M.Davis). LAC-42-U.Nwosu was injured during the play. His return is Questionable.",U,Nwosu,LAC,42,non contact,lower body,AFP,2019,LAC,LB,LB,42,Active,Uchenna Nwosu,Uchenna,Nwosu,35427,74,251,Southern California,1,REG,Uchenna,2018,Sun,43758,0.670138889,Tennessee Titans,Los Angeles Chargers,23,20,403,1,365,1,FALSE,Tennessee Titans,Los Angeles Chargers,TEN,LAC,6,165,Bermuda Grass,Grass,Nissan Stadium,FALSE,75.5,75.5,3.5,44.25,0,36.1992,-86.8045,33.8642,-118.261,0,0,1779.308624,0,7,7,3,42.5,2
2019_07_LAC_TEN_Perryman,2019_LAC_52_Perryman,2019_07_LAC_TEN,TEN,LAC,REG,7,TEN,home,LAC,LAC,10,43758,825,825,825,Half2,4,2,LAC 10,10,(13:45) (Shotgun) 17-R.Tannehill pass short right to 81-J.Smith to LAC 5 for 5 yards (26-C.Hayward). LAC-52-D.Perryman was injured during the play. His return is Questionable.,D,Perryman,LAC,52,non contact,lower body,AFP,2019,LAC,LB,ILB,52,Active,Denzel Perryman,Denzel,Perryman,33943,71,240,Miami,4,REG,Denzel,2015,Sun,43758,0.670138889,Tennessee Titans,Los Angeles Chargers,23,20,403,1,365,1,FALSE,Tennessee Titans,Los Angeles Chargers,TEN,LAC,6,165,Bermuda Grass,Grass,Nissan Stadium,FALSE,75.5,75.5,3.5,44.25,0,36.1992,-86.8045,33.8642,-118.261,0,0,1779.308624,0,7,7,3,42.5,2
2019_07_MIN_DET_Thielen,2019_MIN_19_Thielen,2019_07_MIN_DET,DET,MIN,REG,7,MIN,away,DET,DET,25,43758,323,1223,3023,Half1,1,2,DET 25,7,"(5:23) 8-K.Cousins pass deep left to 19-A.Thielen for 25 yards, TOUCHDOWN. MIN-19-A.Thielen was injured during the play. He is Out.",A,Thielen,MIN,19,non contact,lower body,pass catcher,2019,MIN,WR,WR,19,Active,Adam Thielen,Adam,Thielen,33107,74,200,Minn. State-Mankato,6,DIV,Adam,2013,Sun,43758,0.541666667,Minnesota Vikings,Detroit Lions,42,30,504,0,433,1,TRUE,Detroit Lions,Minnesota Vikings,DET,MIN,5,193,FieldTurf Classic HD,Turf,Ford Field,TRUE,63.75,63.75,1.25,54,0,42.34,-83.0455,44.9746,-93.2598,0,0,541.6397608,0,6,7,-2.5,43.5,2
2019_08_GB_KC_Breeland,2019_KC_21_Breeland,2019_08_GB_KC,KC,GB,REG,8,GB,away,KC,GB,75,43765,374,374,2174,Half1,2,1,GB 25,10,(6:14) (Shotgun) 12-A.Rodgers pass incomplete deep right to 80-J.Graham [97-A.Okafor]. KC-21-B.Breeland was injured during the play.,B,Breeland,KC,21,non contact,upper body,pass receiver,2019,KC,DB,CB,21,Active,Bashaud Breeland,Bashaud,Breeland,33633,71,195,Clemson,5,SB,Bashaud,2014,Sun,43765,0.847222222,Green Bay Packers,Kansas City Chiefs,31,24,374,0,337,1,TRUE,Kansas City Chiefs,Green Bay Packers,KC,GB,5,169,Bermuda Grass,Grass,Arrowhead Stadium,FALSE,49,47,7,66.5,0,39.0482,-94.4831,44.5011,-88.0623,0,0,501.1070995,0,10,7,-5,48,2
2019_08_TB_TEN_Brate,2019_TB_84_Brate,2019_08_TB_TEN,TEN,TB,REG,8,TB,away,TEN,TB,58,43765,377,377,377,Half2,4,1,TB 42,10,(6:17) (Shotgun) 3-J.Winston pass incomplete short left to 84-C.Brate. TB-84-C.Brate was injured during the play. His return is Questionable.,C,Brate,TB,84,non contact,upper body,pass catcher,2019,TB,TE,TE,84,Active,Cameron Brate,Cameron,Brate,33422,77,245,Harvard,5,REG,Cameron,2014,Sun,43765,0.541666667,Tennessee Titans,Tampa Bay Buccaneers,27,23,246,1,389,4,FALSE,Tennessee Titans,Tampa Bay Buccaneers,TEN,TB,5,191,Bermuda Grass,Grass,Nissan Stadium,FALSE,59.75,59.75,1.75,77.5,0,36.1992,-86.8045,27.9798,-82.495,0,0,621.2535638,0,7,14,2,45.5,2
2019_09_CLE_DEN_Robinson,2019_CLE_78_Robinson,2019_09_CLE_DEN,DEN,CLE,REG,9,CLE,away,DEN,DEN,34,43772,280,280,280,Half2,4,2,DEN 34,10,"(4:40) (Shotgun) 24-N.Chubb up the middle to DEN 25 for 9 yards (95-D.Wolfe, 51-T.Davis). CLE-78-G.Robinson was injured during the play.",G,Robinson,CLE,78,non contact,lower body,run blocker,2019,CLE,OL,OT,78,Active,Greg Robinson,Gregory,Robinson,33898,77,332,Auburn,5,REG,Greg,2014,Sun,43772,0.684027778,Denver Broncos,Cleveland Browns,24,19,302,1,351,0,FALSE,Denver Broncos,Cleveland Browns,DEN,CLE,4,166,Kentucky Bluegrass,Grass,Empower Field at Mile High,FALSE,56.75,56.75,4.75,23.25,0,39.5791,-104.83,41.506,-81.7001,0,0,1218.12549,0,7,7,-4,39,3
2019_09_DET_LV_Amendola,2019_DET_80_Amendola,2019_09_DET_OAK,LV,DET,REG,9,DET,away,LV,DET,65,43772,611,611,611,Half2,4,1,DET 35,10,(10:11) 9-M.Stafford pass incomplete deep right to 80-D.Amendola. DET-80-D.Amendola was injured during the play.,D,Amendola,DET,80,non contact,upper body,pass catcher,2019,DET,WR,WR,80,Active,Danny Amendola,Daniel,Amendola,31353,71,185,Texas Tech,11,REG,Danny,2008,Sun,43772,0.670138889,Oakland Raiders,Detroit Lions,31,24,450,0,473,2,FALSE,Oakland Raiders,Detroit Lions,LV,DET,4,185,Bermuda Grass,Grass,Oakland Coliseum,FALSE,72,72,3.5,29,0,37.7567,-122.1931,42.34,-83.0455,0,0,2076.145411,0,7,7,2.5,51.5,3
2019_09_NYJ_MIA_Williams,2019_MIA_18_Williams,2019_09_NYJ_MIA,MIA,NYJ,REG,9,MIA,home,NYJ,NYJ,26,43772,759,1659,1659,Half2,3,2,NYJ 26,10,(12:39) (Shotgun) 14-R.Fitzpatrick pass incomplete deep left to 18-P.Williams [48-J.Jenkins]. MIA-18-P.Williams was injured during the play. His return is Questionable.,P,Williams,MIA,18,non contact,upper body,pass catcher,2019,MIA,WR,WR,18,NA,Preston Williams,Preston,Williams,35516,77,218,Colorado State,0,REG,Preston,2019,Sun,43772,0.541666667,Miami Dolphins,New York Jets,26,18,316,0,321,1,FALSE,Miami Dolphins,New York Jets,MIA,NYJ,4,183,Bermuda Grass,Grass,Hard Rock Stadium,TRUE,82.5,88.5,5.75,72.75,2.25,25.9579,-80.2388,40.8137,-74.0829,0,0,1085.437819,0,6,7,-3.5,42.5,3
2019_09_SF_ARI_Humphries,2019_ARI_74_Humphries,2019_09_SF_ARI,ARI,SF,REG,9,ARI,home,SF,SF,19,43769,792,1692,3492,Half1,1,1,SF 19,10,(13:12) (Shotgun) 1-K.Murray pass short left to 87-M.Williams to SF 7 for 12 yards (41-E.Moseley). ARI-74-D.Humphries was injured during the play.,D,Humphries,ARI,74,non contact,lower body,pass blocker,2019,ARI,OL,OT,74,Active,D.J. Humphries,DeMarcus,Humphries,34331,77,307,Florida,4,REG,D.J.,2015,Thu,43769,0.847222222,San Francisco 49ers,Arizona Cardinals,28,25,411,0,357,0,TRUE,Arizona Cardinals,San Francisco 49ers,ARI,SF,3,185,Bermuda Grass,Grass,State Farm Stadium,TRUE,67.75,67.75,1.25,6.25,0,33.5276,-112.2626,37.4029,-121.9678,0,0,607.8612283,0,4,4,-10.5,43.5,3
2019_10_ARI_TB_Peterson,2019_ARI_21_Peterson,2019_10_ARI_TB,TB,ARI,REG,10,TB,home,ARI,TB,84,43779,437,437,437,Half2,4,1,TB 16,10,(7:17) (Shotgun) 3-J.Winston pass incomplete deep middle to 13-M.Evans [98-C.Peters]. ARI-21-P.Peterson was injured during the play. His return is Questionable.,P,Peterson,ARI,21,non contact,lower body,pas defender,2019,ARI,DB,CB,21,Active,Patrick Peterson,Patrick,Peterson,33065,73,203,Louisiana State,8,REG,Patrick,2011,Sun,43779,0.541666667,Tampa Bay Buccaneers,Arizona Cardinals,30,27,457,3,417,2,FALSE,Tampa Bay Buccaneers,Arizona Cardinals,TB,ARI,3,200,Bermuda Grass,Grass,Raymond James Stadium,FALSE,77.5,77.75,5,53.25,0,27.9798,-82.495,33.5276,-112.2626,0,0,1802.127279,0,7,10,5.5,51,3
2019_10_ARI_TB_Peterson,2019_ARI_21_Peterson,2019_10_ARI_TB,TB,ARI,REG,10,TB,home,ARI,TB,72,43779,453,1353,1353,Half2,3,2,TB 28,7,(7:33) (Shotgun) 3-J.Winston pass short right to 27-R.Jones to TB 33 for 5 yards (58-J.Hicks). ARI-21-P.Peterson was injured during the play. His return is Questionable.,P,Peterson,ARI,21,non contact,lower body,AFP,2019,ARI,DB,CB,21,Active,Patrick Peterson,Patrick,Peterson,33065,73,203,Louisiana State,8,REG,Patrick,2011,Sun,43779,0.541666667,Tampa Bay Buccaneers,Arizona Cardinals,30,27,457,3,417,2,FALSE,Tampa Bay Buccaneers,Arizona Cardinals,TB,ARI,3,200,Bermuda Grass,Grass,Raymond James Stadium,FALSE,77.5,77.75,5,53.25,0,27.9798,-82.495,33.5276,-112.2626,0,0,1802.127279,0,7,10,5.5,51,3
2019_10_BUF_CLE_Carrie,2019_CLE_38_Carrie,2019_10_BUF_CLE,CLE,BUF,REG,10,BUF,away,CLE,BUF,76,43779,889,889,2689,Half1,2,1,BUF 24,10,(14:49) 26-D.Singletary right guard to BUF 33 for 9 yards (23-D.Randall). CLE-38-T.Carrie was injured during the play. His return is Probable.,T,Carrie,CLE,38,non contact,upper body,run defender,2019,CLE,DB,CB,38,Active,T.J. Carrie,Travis,Carrie,33082,72,204,Ohio,5,REG,T.J.,2014,Sun,43779,0.541666667,Cleveland Browns,Buffalo Bills,19,16,368,0,344,0,FALSE,Cleveland Browns,Buffalo Bills,CLE,BUF,3,186,Kentucky Bluegrass,Grass,FirstEnergy Stadium,FALSE,48.75,47,4.25,62,0,41.506,-81.7001,42.7738,-78.7875,0,0,173.0282836,0,7,7,3,42,3
2019_10_LAC_LV_Joyner,2019_LV_29_Joyner,2019_10_LAC_OAK,LV,LAC,REG,10,LAC,away,LV,LAC,70,43776,37,37,37,Half2,4,2,LAC 30,10,"(:37) (Shotgun) 17-P.Rivers pass incomplete deep right to 86-H.Henry. OAK-29-L.Joyner was injured during the play. Penalty on LAC, Illegal Shift, declined.",L,Joyner,LV,29,non contact,lower body,AFP,2019,LV,DB,FS,29,Active,Lamarcus Joyner,Lamarcus,Joyner,33204,68,185,Florida State,5,REG,Lamarcus,2014,Thu,43776,0.847222222,Oakland Raiders,Los Angeles Chargers,26,24,278,0,315,3,FALSE,Oakland Raiders,Los Angeles Chargers,LV,LAC,3,175,Bermuda Grass,Grass,Oakland Coliseum,FALSE,54.75,54.75,5,74.5,0,37.7567,-122.1931,33.8642,-118.261,0,0,347.6122738,0,4,4,-1,49,3
2019_10_NYG_NYJ_Winters,2019_NYJ_67_Winters,2019_10_NYG_NYJ,NYJ,NYG,REG,10,NYJ,home,NYG,NYJ,76,43779,635,1535,1535,Half2,3,3,NYJ 24,11,(10:35) (Shotgun) 14-S.Darnold pass incomplete deep left to 11-Ro.Anderson (41-A.Bethea). NYJ-11-Ro.Anderson was injured during the play. NYJ-67-B.Winters was injured during the play.,B,Winters,NYJ,67,non contact,upper body,pass blocker,2019,NYJ,OL,G,67,NA,Brian Winters,Brian,Winters,33429,76,320,Kent State,6,REG,Brian,2013,Sun,43779,0.541666667,New York Jets,New York Giants,34,27,294,0,281,2,FALSE,New York Jets,New York Giants,NYJ,NYG,2,182,FieldTurf Classic HD,Turf,MetLife Stadium,FALSE,48.75,47,5,47.25,0,40.8137,-74.0829,40.8137,-74.0829,0,0,0,0,7,6,-3,43,3
2019_11_ARI_SF_Ward,2019_SF_20_Ward,2019_11_ARI_SF,SF,ARI,REG,11,ARI,away,SF,SF,44,43786,723,1623,3423,Half1,1,3,SF 44,7,"(12:03) (Shotgun) 1-K.Murray pass incomplete deep right to 13-C.Kirk. Arizona challenged the play for possible defensive pass interference, and the play was REVERSED. (Shotgun) 1-K.Murray pass incomplete deep right to 13-C.Kirk. SF-20-J.Ward was injured during the play. His return is Probable. PENALTY on SF-25-R.Sherman, Defensive Pass Interference, 41 yards, enforced at SF 44 - No Play.",J,Ward,SF,20,non contact,lower body,AFP,2019,SF,DB,FS,20,Active,Jimmie Ward,Jimmie,Ward,33437,71,193,Northern Illinois,5,SB,Jimmie,2014,Sun,43786,0.670138889,San Francisco 49ers,Arizona Cardinals,36,26,442,2,266,2,FALSE,San Francisco 49ers,Arizona Cardinals,SF,ARI,3,191,"Bermuda Grass,Perennial Ryegrass Mixture",Grass,Levi's Stadium,FALSE,70.5,70.5,4.5,45.25,0,37.4029,-121.9678,33.5276,-112.2626,0,0,607.8612283,0,6,7,10,44,3
2019_11_DAL_DET_Brown,2019_DAL_30_Brown,2019_11_DAL_DET,DET,DAL,REG,11,DET,home,DAL,DAL,46,43786,392,392,392,Half2,4,2,DAL 46,10,(6:32) (Shotgun) 2-J.Driskel pass deep right to 80-D.Amendola to DAL 25 for 21 yards (95-C.Covington). DAL-30-A.Brown was injured during the play.,A,Brown,DAL,30,non contact,upper body,run blocker,2019,DAL,DB,CB,30,NA,Anthony Brown,Anthony,Brown,34318,71,198,Purdue,3,REG,Anthony,2016,Sun,43786,0.541666667,Dallas Cowboys,Detroit Lions,35,27,509,1,312,0,TRUE,Detroit Lions,Dallas Cowboys,DET,DAL,5,185,FieldTurf Classic HD,Turf,Ford Field,TRUE,37.25,34.5,3,57,0,42.34,-83.0455,32.9049,-97.0359,0,0,1003.249436,0,7,7,-7.5,46.5,3
2019_11_HOU_BAL_Reid,2019_HOU_20_Reid,2019_11_HOU_BAL,BAL,HOU,REG,11,BAL,home,HOU,HOU,19,43786,483,1383,1383,Half2,3,2,HOU 19,9,(8:03) (Shotgun) 8-L.Jackson pass short right to 83-W.Snead IV to HOU 16 for 3 yards (41-Z.Cunningham). HOU-20-J.Reid was injured during the play.,J,Reid,HOU,20,non contact,shoulder,run blocker,2019,HOU,DB,SS,20,Active,Justin Reid,Justin,Reid,35476,73,204,Stanford,1,DIV,Justin,2018,Sun,43786,0.541666667,Baltimore Ravens,Houston Texans,41,7,491,0,232,2,FALSE,Baltimore Ravens,Houston Texans,BAL,HOU,2,168,Bermuda Grass,Grass,M&T Bank Stadium,FALSE,42.75,38.5,7.25,58.5,0,39.3972,-76.8352,29.6849,-95.4106,0,0,1248.398299,0,7,14,4,51,3
2019_11_JAX_IND_Chark,2019_JAX_17_Chark,2019_11_JAX_IND,IND,JAX,REG,11,JAX,away,IND,JAX,63,43786,199,199,1999,Half1,2,3,JAX 37,7,"(3:19) (No Huddle, Shotgun) 7-N.Foles pass incomplete deep middle to 17-D.Chark Jr. [96-D.Autry]. JAX-17-D.Chark Jr. was injured during the play. His return is Probable.",D,Chark,JAX,17,non contact,upper body,pass catcher,2019,JAX,WR,WR,17,Active,D.J. Chark,Darrell,Chark,35331,76,198,Louisiana State,1,REG,D.J.,2018,Sun,43786,0.541666667,Indianapolis Colts,Jacksonville Jaguars,33,13,389,2,308,1,FALSE,Indianapolis Colts,Jacksonville Jaguars,IND,JAX,2,169,Shaw Sports Momentum Pro,Turf,Lucas Oil Stadium,TRUE,42,42,2,60.5,0,39.7255,-86.2698,30.3237,-81.636,0,0,700.2778329,0,7,14,2.5,41.5,3
2019_11_NE_PHI_Agholor,2019_PHI_13_Agholor,2019_11_NE_PHI,PHI,NE,REG,11,PHI,home,NE,NE,26,43786,65,65,65,Half2,4,4,NE 26,10,(1:05) (Shotgun) 11-C.Wentz pass incomplete deep left to 13-N.Agholor [54-D.Hightower]. PHI-13-N.Agholor was injured during the play.,N,Agholor,PHI,13,non contact,knee,pass receiver,2019,PHI,WR,WR,13,Active,Nelson Agholor,Nelson,Agholor,34113,72,198,Southern California,4,WC,Nelson,2015,Sun,43786,0.684027778,New England Patriots,Philadelphia Eagles,17,10,298,0,255,1,TRUE,Philadelphia Eagles,New England Patriots,PHI,NE,4,192,Desso GrassMaster,Grass,Lincoln Financial Field,FALSE,41.5,36.75,8,67,0,39.9074,-75.1783,42.0909,-71.2644,0,0,253.7703479,0,14,14,-4.5,45,3
