connector,player_id,game_id,home_team,away_team,season_type,week,posteam,posteam_type,defteam,side_of_field,yardline_100,game_date,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,game_half,qtr,down,yrdln,ydstogo,desc,injured_first_name,injured_last_name,injured_team,injured_player_num,Contact/ non-contact,injury area,player role,season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,years_exp,game_type,football_name,smart_id,entry_year,week,day,date,time,winner.tie,loser.tie,pts_w,pts_l,yds_w,tov_w,yds_l,tov_l,season,loser_is_home,Home_Team,Away_Team,Home_abbr,Away_abbr,num_injuries,num_plays,surface,surface_type,stadium,dome,Avg_Temp,Avg_Feels_Like,Avg_Wind_MPH,Avg_Humidity_Percent,Avg_Percipitation_Prob_Percent,Home_latitude,Home_longitude,Away_latitude,Away_longitude,distance_miles,HOME_day_since_last_game,AWAY_day_since_last_game
2019_06_ATL_ARI_Kerr,2019_ARI_92_Kerr,2019_06_ATL_ARI,ARI,ATL,REG,6,ATL,away,ARI,ARI,25,43751,410,410,2210,Half1,2,1,ARI 25,10,(6:50) 24-D.Freeman up the middle to ARI 22 for 3 yards (20-T.Brock Sr.). ARI-92-Z.Kerr was injured during the play.,Z,Kerr,ARI,92,contact,lower body,run defender,2019,ARI,DL,NT,92,Active,Zach Kerr,Zachariah,Kerr,8/29/90,74,334,Delaware,5,REG,Zach,32004b45-5259-3782-8d01-1600e5980820,2014,6,Sun,10/13/19,16:05:00,Arizona Cardinals,Atlanta Falcons,34,33,442,0,444,0,2019,FALSE,Arizona Cardinals,Atlanta Falcons,ARI,ATL,3,202,Bermuda Grass,Grass,State Farm Stadium,TRUE,89,89,1.75,11,0,33.5276,-112.2626,33.7551,-84.401,1597.897473,7,7
2019_06_CAR_TB_Davis,2019_TB_33_Davis,2019_06_CAR_TB,TB,CAR,REG,6,CAR,away,TB,TB,7,43751,569,569,569,Half2,4,1,TB 7,7,(9:29) 22-C.McCaffrey left end to TB 11 for -4 yards (39-A.Adams). TB-33-C.Davis was injured during the play. His return is Questionable.,C,Davis,TB,33,non contact,lower body,run defender,2019,TB,DB,CB,33,Active,Carlton Davis,Carlton,Davis,12/31/96,73,206,Auburn,1,REG,Carlton,32004441-5622-0184-ef7c-ffcde714e0af,2018,6,Sun,10/13/19,9:30:00,Carolina Panthers,Tampa Bay Buccaneers,37,26,268,1,407,7,2019,TRUE,Tampa Bay Buccaneers,Carolina Panthers,TB,CAR,4,201,Bermuda Grass,Grass,Raymond James Stadium,FALSE,51.25,51.25,3.5,90.25,25,27.9798,-82.495,35.2256,-80.8513,509.9000944,7,7
2019_06_CAR_TB_Godwin,2019_TB_12_Godwin,2019_06_CAR_TB,TB,CAR,REG,6,TB,home,CAR,TB,75,43751,468,468,468,Half2,4,3,TB 25,10,(7:48) (Shotgun) 3-J.Winston pass short right to 12-C.Godwin to TB 37 for 12 yards (47-R.Cockrell; 54-S.Thompson). TB-12-C.Godwin was injured during the play. His return is Probable.,C,Godwin,TB,12,contact,upper body,ball carrier,2019,TB,WR,WR,12,Active,Chris Godwin,Rod,Godwin,2/27/96,73,209,Penn State,2,REG,Chris,3200474f-4454-9393-6eec-24189dd66641,2017,6,Sun,10/13/19,9:30:00,Carolina Panthers,Tampa Bay Buccaneers,37,26,268,1,407,7,2019,TRUE,Tampa Bay Buccaneers,Carolina Panthers,TB,CAR,4,201,Bermuda Grass,Grass,Raymond James Stadium,FALSE,51.25,51.25,3.5,90.25,25,27.9798,-82.495,35.2256,-80.8513,509.9000944,7,7
2019_06_CAR_TB_Moore,2019_CAR_12_Moore,2019_06_CAR_TB,TB,CAR,REG,6,CAR,away,TB,CAR,67,43751,619,1519,1519,Half2,3,1,CAR 33,10,(10:19) 7-K.Allen pass deep left to 10-C.Samuel ran ob at TB 37 for 30 yards. CAR-12-D.Moore was injured during the play. His return is Probable.,D,Moore,CAR,12,contact,upper body,AFP,2019,CAR,WR,WR,12,Active,D.J. Moore,Denniston,Moore,4/14/97,72,215,Maryland,1,REG,D.J.,32004d4f-4f27-2423-f0b4-728a741b03cb,2018,6,Sun,10/13/19,9:30:00,Carolina Panthers,Tampa Bay Buccaneers,37,26,268,1,407,7,2019,TRUE,Tampa Bay Buccaneers,Carolina Panthers,TB,CAR,4,201,Bermuda Grass,Grass,Raymond James Stadium,FALSE,51.25,51.25,3.5,90.25,25,27.9798,-82.495,35.2256,-80.8513,509.9000944,7,7
2019_06_CAR_TB_Whitehead,2019_TB_31_Whitehead,2019_06_CAR_TB,TB,CAR,REG,6,CAR,away,TB,CAR,66,43751,199,199,199,Half2,4,3,CAR 34,1,(3:19) (Shotgun) 22-C.McCaffrey right end to CAR 34 for no gain (31-J.Whitehead). TB-31-J.Whitehead was injured during the play. His return is Doubtful.,J,Whitehead,TB,31,contact,head/neck,tackler,2019,TB,DB,DB,31,NA,Jordan Whitehead,Jordan,Whitehead,3/18/97,70,198,Pittsburgh,1,REG,Jordan,32005748-4962-2731-1d92-ce80d512db34,2018,6,Sun,10/13/19,9:30:00,Carolina Panthers,Tampa Bay Buccaneers,37,26,268,1,407,7,2019,TRUE,Tampa Bay Buccaneers,Carolina Panthers,TB,CAR,4,201,Bermuda Grass,Grass,Raymond James Stadium,FALSE,51.25,51.25,3.5,90.25,25,27.9798,-82.495,35.2256,-80.8513,509.9000944,7,7
2019_06_CIN_BAL_Kirkpatrick,2019_CIN_27_Kirkpatrick,2019_06_CIN_BAL,BAL,CIN,REG,6,BAL,home,CIN,BAL,63,43751,65,965,2765,Half1,1,2,BAL 37,6,(1:05) (Shotgun) 8-L.Jackson pass deep middle to 89-M.Andrews pushed ob at CIN 24 for 39 yards (30-J.Bates III). CIN-27-D.Kirkpatrick was injured during the play.,D,Kirkpatrick,CIN,27,contact,knee,tackler,2019,CIN,DB,CB,27,NA,Dre Kirkpatrick,Dre,Kirkpatrick,10/26/89,74,190,Alabama,7,REG,Dre,32004b49-5262-1103-9d6b-27a076cce8df,2012,6,Sun,10/13/19,13:00:00,Baltimore Ravens,Cincinnati Bengals,23,17,497,1,250,1,2019,FALSE,Baltimore Ravens,Cincinnati Bengals,BAL,CIN,1,184,Bermuda Grass,Grass,M&T Bank Stadium,FALSE,61.75,61.75,3,49.25,0,39.3972,-76.8352,39.0964,-84.5164,411.4300752,7,7
2019_06_DAL_NYJ_Hewitt,2019_NYJ_46_Hewitt,2019_06_DAL_NYJ,NYJ,DAL,REG,6,DAL,away,NYJ,DAL,54,43751,444,444,2244,Half1,2,3,DAL 46,2,(7:24) (Shotgun) 4-D.Prescott pass short left to 11-C.Wilson to NYJ 40 for 14 yards (20-M.Maye) [46-N.Hewitt]. NYJ-46-N.Hewitt was injured during the play.,N,Hewitt,NYJ,46,contact,upper body,tackler,2019,NYJ,LB,OLB,46,Active,Neville Hewitt,Neville,Hewitt,4/6/93,74,234,Marshall,4,REG,Neville,32004845-5720-3041-7fb2-1354a009377c,2015,6,Sun,10/13/19,16:25:00,New York Jets,Dallas Cowboys,24,22,382,1,399,0,2019,FALSE,New York Jets,Dallas Cowboys,NYJ,DAL,3,185,FieldTurf Classic HD,Turf,MetLife Stadium,FALSE,62.75,62.75,3,51.25,0,40.8137,-74.0829,32.9049,-97.0359,1376.31221,7,7
2019_06_DAL_NYJ_Jones,2019_DAL_31_Jones,2019_06_DAL_NYJ,NYJ,DAL,REG,6,NYJ,home,DAL,NYJ,75,43751,417,1317,1317,Half2,3,2,NYJ 25,10,(6:57) (Shotgun) 14-S.Darnold pass deep left to 82-J.Crowder pushed ob at 50 for 25 yards (25-X.Woods). DAL-31-B.Jones was injured during the play.,B,Jones,DAL,31,non contact,lower body,pass defender,2019,DAL,DB,CB,31,Active,Byron Jones,Byron,Jones,9/26/92,73,205,Connecticut,4,REG,Byron,32004a4f-4e14-1600-f94c-63eb30910cbc,2015,6,Sun,10/13/19,16:25:00,New York Jets,Dallas Cowboys,24,22,382,1,399,0,2019,FALSE,New York Jets,Dallas Cowboys,NYJ,DAL,3,185,FieldTurf Classic HD,Turf,MetLife Stadium,FALSE,62.75,62.75,3,51.25,0,40.8137,-74.0829,32.9049,-97.0359,1376.31221,7,7
2019_06_DAL_NYJ_McLendon,2019_NYJ_99_McLendon,2019_06_DAL_NYJ,NYJ,DAL,REG,6,DAL,away,NYJ,DAL,71,43751,127,1027,1027,Half2,3,2,DAL 29,7,"(2:07) (No Huddle, Shotgun) 4-D.Prescott pass short middle to 21-E.Elliott pushed ob at DAL 42 for 13 yards (34-B.Poole). NYJ-99-S.McLendon was injured during the play.",S,McLendon,NYJ,99,non contact,lower body,AFP,2019,NYJ,DL,NT,99,Active,Steve McLendon,Stephen,McLendon,1/3/86,75,310,Troy,10,REG,Steve,32004d43-4c58-9496-173d-63622d601895,2009,6,Sun,10/13/19,16:25:00,New York Jets,Dallas Cowboys,24,22,382,1,399,0,2019,FALSE,New York Jets,Dallas Cowboys,NYJ,DAL,3,185,FieldTurf Classic HD,Turf,MetLife Stadium,FALSE,62.75,62.75,3,51.25,0,40.8137,-74.0829,32.9049,-97.0359,1376.31221,7,7
2019_06_DET_GB_Allison,2019_GB_81_Allison,2019_06_DET_GB,GB,DET,REG,6,GB,home,DET,GB,78,43752,894,1794,1794,Half2,3,1,GB 22,10,"(14:54) 12-A.Rodgers pass incomplete deep left to 81-G.Allison (21-T.Walker). GB-81-G.Allison was injured during the play. PENALTY on DET-21-T.Walker, Unnecessary Roughness, 15 yards, enforced at GB 22 - No Play.",G,Allison,GB,81,contact,head,pass receiver,2019,GB,WR,WR,81,Active,Geronimo Allison,Geronimo,Allison,1/18/94,75,202,Illinois,3,CON,Geronimo,3200414c-4c71-3965-6283-5b398ba32110,2016,6,Mon,10/14/19,20:15:00,Green Bay Packers,Detroit Lions,23,22,447,3,299,0,2019,FALSE,Green Bay Packers,Detroit Lions,GB,DET,3,182,Desso GrassMaster,Hybrid,Lambeau Field,FALSE,38.5,38.5,0.25,72.25,0,44.5011,-88.0623,42.34,-83.0455,292.6520071,8,15
2019_06_DET_GB_Valdes-Scantling,2019_GB_83_Valdes-Scantling,2019_06_DET_GB,GB,DET,REG,6,GB,home,DET,GB,93,43752,239,239,2039,Half1,2,2,GB 7,9,(3:59) (Shotgun) 33-A.Jones up the middle to GB 15 for 8 yards (32-T.Wilson). GB-83-M.Valdes-Scantling was injured during the play.,M,Valdes-Scantling,GB,83,contact,lower body,run blocker,2019,GB,WR,WR,83,Active,Marquez Valdes-Scantling,Marquez,Valdes-Scantling,10/10/94,76,207,South Florida,1,CON,Marquez,32005641-4c14-2116-e6d9-84cbe2bdacf5,2018,6,Mon,10/14/19,20:15:00,Green Bay Packers,Detroit Lions,23,22,447,3,299,0,2019,FALSE,Green Bay Packers,Detroit Lions,GB,DET,3,182,Desso GrassMaster,Hybrid,Lambeau Field,FALSE,38.5,38.5,0.25,72.25,0,44.5011,-88.0623,42.34,-83.0455,292.6520071,8,15
2019_06_DET_GB_Wilson,2019_DET_32_Wilson,2019_06_DET_GB,GB,DET,REG,6,GB,home,DET,GB,82,43752,406,406,406,Half2,4,1,GB 18,10,(6:46) (Shotgun) 33-A.Jones up the middle to GB 23 for 5 yards (40-J.Davis; 32-T.Wilson). DET-32-T.Wilson was injured during the play.,T,Wilson,DET,32,contact,head,tackler,2019,DET,DB,SS,32,Active,Tavon Wilson,Tavon,Wilson,3/19/90,72,208,Illinois,7,REG,Tavon,32005749-4c79-1595-6a2e-88271f5d0fe1,2012,6,Mon,10/14/19,20:15:00,Green Bay Packers,Detroit Lions,23,22,447,3,299,0,2019,FALSE,Green Bay Packers,Detroit Lions,GB,DET,3,182,Desso GrassMaster,Hybrid,Lambeau Field,FALSE,38.5,38.5,0.25,72.25,0,44.5011,-88.0623,42.34,-83.0455,292.6520071,8,15
2019_06_HOU_KC_Cunningham,2019_HOU_41_Cunningham,2019_06_HOU_KC,KC,HOU,REG,6,KC,home,HOU,HOU,49,43751,133,133,1933,Half1,2,1,HOU 49,10,(2:13) (Shotgun) 15-P.Mahomes pass short left to 87-T.Kelce to HOU 32 for 17 yards (41-Z.Cunningham). HOU-41-Z.Cunningham was injured during the play.,Z,Cunningham,HOU,41,contact,knee,tackler,2019,HOU,LB,ILB,41,Active,Zach Cunningham,Zachary,Cunningham,12/2/94,75,238,Vanderbilt,2,DIV,Zach,32004355-4e79-8458-d013-aa9d0b842c2b,2017,6,Sun,10/13/19,13:00:00,Houston Texans,Kansas City Chiefs,31,24,472,3,309,2,2019,TRUE,Kansas City Chiefs,Houston Texans,KC,HOU,3,183,Bermuda Grass,Grass,Arrowhead Stadium,FALSE,60.5,60.5,3,27.25,0,39.0482,-94.4831,29.6849,-95.4106,649.1290048,7,7
2019_06_HOU_KC_Howard,2019_HOU_71_Howard,2019_06_HOU_KC,KC,HOU,REG,6,HOU,away,KC,HOU,67,43751,873,1773,1773,Half2,3,2,HOU 33,2,(14:33) (Shotgun) 23-C.Hyde up the middle to HOU 34 for 1 yard (97-A.Okafor). HOU-71-T.Howard was injured during the play. His return is Doubtful.,T,Howard,HOU,71,contact,knee,run blocker,2019,HOU,OL,T,71,NA,Tytus Howard,Tytus,Howard,5/23/96,77,322,Alabama State,0,DIV,Tytus,3200484f-5743-2152-432d-da3c484cb3f8,2019,6,Sun,10/13/19,13:00:00,Houston Texans,Kansas City Chiefs,31,24,472,3,309,2,2019,TRUE,Kansas City Chiefs,Houston Texans,KC,HOU,3,183,Bermuda Grass,Grass,Arrowhead Stadium,FALSE,60.5,60.5,3,27.25,0,39.0482,-94.4831,29.6849,-95.4106,649.1290048,7,7
2019_06_HOU_KC_Roby,2019_HOU_21_Roby,2019_06_HOU_KC,KC,HOU,REG,6,KC,home,HOU,KC,64,43751,655,1555,1555,Half2,3,1,KC 36,10,(10:55) (Shotgun) 15-P.Mahomes pass short right to 10-T.Hill to KC 44 for 8 yards (21-B.Roby). HOU-21-B.Roby was injured during the play.,B,Roby,HOU,21,non contact,lower body,pass defender,2019,HOU,DB,CB,21,Active,Bradley Roby,Bradley,Roby,5/1/92,71,194,Ohio State,5,DIV,Bradley,3200524f-4280-5749-9652-a615a0a1a70a,2014,6,Sun,10/13/19,13:00:00,Houston Texans,Kansas City Chiefs,31,24,472,3,309,2,2019,TRUE,Kansas City Chiefs,Houston Texans,KC,HOU,3,183,Bermuda Grass,Grass,Arrowhead Stadium,FALSE,60.5,60.5,3,27.25,0,39.0482,-94.4831,29.6849,-95.4106,649.1290048,7,7
2019_06_PHI_MIN_Reiff,2019_MIN_71_Reiff,2019_06_PHI_MIN,MIN,PHI,REG,6,MIN,home,PHI,MIN,66,43751,846,1746,3546,Half1,1,2,MIN 34,1,(14:06) 33-D.Cook left end to MIN 39 for 5 yards (53-N.Bradham). MIN-71-R.Reiff was injured during the play.,R,Reiff,MIN,71,contact,knee,run blocker,2019,MIN,OL,T,71,Active,Riley Reiff,Riley,Reiff,12/1/88,78,305,Iowa,7,DIV,Riley,32005245-4939-2998-df0a-597d7cb2faca,2012,6,Sun,10/13/19,13:00:00,Minnesota Vikings,Philadelphia Eagles,38,20,447,2,400,3,2019,FALSE,Minnesota Vikings,Philadelphia Eagles,MIN,PHI,2,182,UBU Sports Speed S5-M,Turf,U.S. Bank Stadium,TRUE,39.75,33.5,9,72.25,0,44.9746,-93.2598,39.9074,-75.1783,983.6320324,7,7
2019_06_PHI_MIN_Weatherly,2019_MIN_91_Weatherly,2019_06_PHI_MIN,MIN,PHI,REG,6,PHI,away,MIN,PHI,66,43751,108,108,108,Half2,4,1,PHI 34,10,(1:48) 35-B.Scott left guard to PHI 40 for 6 yards (54-E.Kendricks). MIN-91-S.Weatherly was injured during the play.,S,Weatherly,MIN,91,contact,unknown,tackler,2019,MIN,DL,DE,91,Active,Stephen Weatherly,Stephen,Weatherly,3/19/94,77,265,Vanderbilt,3,DIV,Stephen,32005745-4120-6755-ead0-47bd42e79015,2016,6,Sun,10/13/19,13:00:00,Minnesota Vikings,Philadelphia Eagles,38,20,447,2,400,3,2019,FALSE,Minnesota Vikings,Philadelphia Eagles,MIN,PHI,2,182,UBU Sports Speed S5-M,Turf,U.S. Bank Stadium,TRUE,39.75,33.5,9,72.25,0,44.9746,-93.2598,39.9074,-75.1783,983.6320324,7,7
2019_06_PIT_LAC_Bush,2019_PIT_55_Bush,2019_06_PIT_LAC,LAC,PIT,REG,6,LAC,home,PIT,LAC,62,43751,263,263,2063,Half1,2,1,LAC 38,10,(4:23) (Shotgun) 30-A.Ekeler right end to LAC 39 for 1 yard (48-B.Dupree; 98-V.Williams). PIT-55-D.Bush was injured during the play.,D,Bush,PIT,55,non contact,ankle,run defender,2019,PIT,LB,LB,55,Active,Devin Bush,Devin,Bush,7/18/98,71,233,Michigan,0,REG,Devin,32004255-5323-1883-1a34-05cf13caa3d4,2019,6,Sun,10/13/19,20:20:00,Pittsburgh Steelers,Los Angeles Chargers,24,17,256,1,348,3,2019,TRUE,Los Angeles Chargers,Pittsburgh Steelers,LAC,PIT,3,158,Hellas Matrix Turf,Turf,SoFi Stadium,TRUE,63.75,63.75,5,81.25,0,33.8642,-118.261,40.4467,-80.0158,2137.31331,7,7
2019_06_PIT_LAC_Scott,2019_LAC_78_Scott,2019_06_PIT_LAC,LAC,PIT,REG,6,LAC,home,PIT,LAC,99,43751,54,54,54,Half2,4,2,LAC 1,10,(:54) (Shotgun) 17-P.Rivers pass deep left intended for 81-M.Williams INTERCEPTED by 20-C.Sutton at LAC 34. 20-C.Sutton to LAC 8 for 26 yards (25-M.Gordon). LAC-78-T.Scott was injured during the play.,T,Scott,LAC,78,contact,lower body,pass blocker,2019,LAC,OL,T,78,Active,Trent Scott,Trenton,Scott,1/25/94,77,320,Grambling,1,REG,Trenton,32005343-4f71-8957-ee1a-311a16c8d5d0,2018,6,Sun,10/13/19,20:20:00,Pittsburgh Steelers,Los Angeles Chargers,24,17,256,1,348,3,2019,TRUE,Los Angeles Chargers,Pittsburgh Steelers,LAC,PIT,3,158,Hellas Matrix Turf,Turf,SoFi Stadium,TRUE,63.75,63.75,5,81.25,0,33.8642,-118.261,40.4467,-80.0158,2137.31331,7,7
2019_06_PIT_LAC_Williams,2019_LAC_81_Williams,2019_06_PIT_LAC,LAC,PIT,REG,6,LAC,home,PIT,PIT,39,43751,162,162,162,Half2,4,1,PIT 39,10,(2:42) (Shotgun) 17-P.Rivers pass incomplete deep middle to 81-M.Williams (20-C.Sutton). LAC-81-M.Williams was injured during the play.,M,Williams,LAC,81,contact,lower body,pass reciever,2019,LAC,WR,WR,81,Active,Mike Williams,Michael,Williams,10/4/94,76,218,Clemson,2,REG,Mike,32005749-4c00-0009-75a2-9fccf6994099,2017,6,Sun,10/13/19,20:20:00,Pittsburgh Steelers,Los Angeles Chargers,24,17,256,1,348,3,2019,TRUE,Los Angeles Chargers,Pittsburgh Steelers,LAC,PIT,3,158,Hellas Matrix Turf,Turf,SoFi Stadium,TRUE,63.75,63.75,5,81.25,0,33.8642,-118.261,40.4467,-80.0158,2137.31331,7,7
2019_06_SEA_CLE_Dissly,2019_SEA_88_Dissly,2019_06_SEA_CLE,CLE,SEA,REG,6,SEA,away,CLE,CLE,20,43751,654,654,2454,Half1,2,3,CLE 20,8,(10:54) (Shotgun) 3-R.Wilson pass incomplete deep left to 88-W.Dissly. SEA-88-W.Dissly was injured during the play. He is Out.,W,Dissly,SEA,88,non contact,ankle,pass reciever,2019,SEA,TE,TE,88,NA,Will Dissly,Will,Dissly,7/8/96,76,265,Washington,1,DIV,Will,32004449-5374-3152-f4a5-5fed1351e162,2018,6,Sun,10/13/19,13:00:00,Seattle Seahawks,Cleveland Browns,32,28,454,1,406,4,2019,TRUE,Cleveland Browns,Seattle Seahawks,CLE,SEA,4,191,Kentucky Bluegrass,Grass,FirstEnergy Stadium,FALSE,63.25,63.25,8,26,0,41.506,-81.7001,47.5932,-122.3318,2020.247137,6,10
2019_06_SEA_CLE_Ekuale,2019_CLE_96_Ekuale,2019_06_SEA_CLE,CLE,SEA,REG,6,SEA,away,CLE,CLE,40,43751,422,422,422,Half2,4,2,CLE 40,8,(7:02) 32-C.Carson right tackle pushed ob at CLE 26 for 14 yards (96-D.Ekuale). CLE-96-D.Ekuale was injured during the play. His return is Probable.,D,Ekuale,CLE,96,contact,upper body,tackler,2019,CLE,DL,DT,96,NA,Daniel Ekuale,Daniel,Ekuale,1/13/94,75,300,Washington State,1,REG,Daniel,3200454b-5505-9326-b9c6-0af03df96fa2,2018,6,Sun,10/13/19,13:00:00,Seattle Seahawks,Cleveland Browns,32,28,454,1,406,4,2019,TRUE,Cleveland Browns,Seattle Seahawks,CLE,SEA,4,191,Kentucky Bluegrass,Grass,FirstEnergy Stadium,FALSE,63.25,63.25,8,26,0,41.506,-81.7001,47.5932,-122.3318,2020.247137,6,10
2019_06_SEA_CLE_Kush,2019_CLE_72_Kush,2019_06_SEA_CLE,CLE,SEA,REG,6,CLE,home,SEA,SEA,30,43751,58,958,958,Half2,3,1,SEA 30,10,(:58) 24-N.Chubb left end to SEA 22 for 8 yards (21-T.Flowers). CLE-72-E.Kush was injured during the play. His return is Probable.,E,Kush,CLE,72,non contact,lower body,run blocker,2019,CLE,OL,OG,72,Active,Eric Kush,Eric,Kush,9/9/89,76,317,"California, Pa.",6,REG,Eric,32004b55-5318-2145-7fcd-1b5b967a1cb5,2013,6,Sun,10/13/19,13:00:00,Seattle Seahawks,Cleveland Browns,32,28,454,1,406,4,2019,TRUE,Cleveland Browns,Seattle Seahawks,CLE,SEA,4,191,Kentucky Bluegrass,Grass,FirstEnergy Stadium,FALSE,63.25,63.25,8,26,0,41.506,-81.7001,47.5932,-122.3318,2020.247137,6,10
2019_06_SEA_CLE_Randall,2019_CLE_23_Randall,2019_06_SEA_CLE,CLE,SEA,REG,6,SEA,away,CLE,CLE,6,43751,76,76,76,Half2,4,3,CLE 6,1,(1:16) (Shotgun) 32-C.Carson right guard to CLE 3 for 3 yards (65-L.Ogunjobi). CLE-23-D.Randall was injured during the play. His return is Questionable.,D,Randall,CLE,23,contact,lower body,run defender,2019,CLE,DB,CB,23,Active,Damarious Randall,Damarious,Randall,8/29/92,71,196,Arizona State,4,REG,Damarious,32005241-4e05-2747-893f-1a139ed1aa96,2015,6,Sun,10/13/19,13:00:00,Seattle Seahawks,Cleveland Browns,32,28,454,1,406,4,2019,TRUE,Cleveland Browns,Seattle Seahawks,CLE,SEA,4,191,Kentucky Bluegrass,Grass,FirstEnergy Stadium,FALSE,63.25,63.25,8,26,0,41.506,-81.7001,47.5932,-122.3318,2020.247137,6,10
2019_06_SF_LAR_Noteboom,2019_LAR_70_Noteboom,2019_06_SF_LAR,LAR,SF,REG,6,LA,home,SF,LA,70,43751,129,1029,2829,Half1,1,3,LA 30,6,"(2:09) (Shotgun) 16-J.Goff sacked at LA 25 for -5 yards (98-R.Blair III). LA-70-J.Noteboom was injured during the play. He is Out. LA #70 J.Noteboom. Knee Injury, he is out.",J,Noteboom,LAR,70,contact,lower body,run defender,2019,LAR,OL,T,70,NA,Joe Noteboom,Joe,Noteboom,6/19/95,77,321,Texas Christian,1,REG,Joe,32004e4f-5405-9326-71bf-6ca4d7f0dd6d,2018,6,Sun,10/13/19,16:05:00,San Francisco 49ers,Los Angeles Rams,20,7,331,2,157,1,2019,TRUE,Los Angeles Rams,San Francisco 49ers,LAR,SF,3,176,Hellas Matrix Turf,Turf,SoFi Stadium,TRUE,72.75,72.75,6,49,0,33.8642,-118.261,37.4029,-121.9678,321.0665045,10,6
2019_06_SF_LAR_Samuel,2019_SF_19_Samuel,2019_06_SF_LAR,LAR,SF,REG,6,SF,away,LA,SF,72,43751,401,401,401,Half2,4,3,SF 28,10,"(6:41) (Shotgun) 10-J.Garoppolo pass short right to 26-T.Coleman to SF 30 for 2 yards (90-M.Brockers, 32-E.Weddle). SF-19-D.Samuel was injured during the play. His return is Doubtful.",D,Samuel,SF,19,non contact,upper body,pass reciever,2019,SF,WR,WR,19,Active,Deebo Samuel,Tyshun,Samuel,1/15/96,72,214,South Carolina,0,SB,Deebo,32005341-4d63-6097-eab1-34810e00be67,2019,6,Sun,10/13/19,16:05:00,San Francisco 49ers,Los Angeles Rams,20,7,331,2,157,1,2019,TRUE,Los Angeles Rams,San Francisco 49ers,LAR,SF,3,176,Hellas Matrix Turf,Turf,SoFi Stadium,TRUE,72.75,72.75,6,49,0,33.8642,-118.261,37.4029,-121.9678,321.0665045,10,6
2019_06_SF_LAR_Sherman,2019_SF_25_Sherman,2019_06_SF_LAR,LAR,SF,REG,6,LA,home,SF,LA,75,43751,723,723,723,Half2,4,1,LA 25,10,"(12:03) (Shotgun) 16-J.Goff pass short right to 89-T.Higbee to LA 33 for 8 yards (56-K.Alexander, 25-R.Sherman). SF-25-R.Sherman was injured during the play. His return is Probable.",R,Sherman,SF,25,contact,lower body,tackler,2019,SF,DB,CB,25,Active,Richard Sherman,Richard,Sherman,3/30/88,75,195,Stanford,8,SB,Richard,32005348-4566-9604-dee9-7cd0f304c5df,2011,6,Sun,10/13/19,16:05:00,San Francisco 49ers,Los Angeles Rams,20,7,331,2,157,1,2019,TRUE,Los Angeles Rams,San Francisco 49ers,LAR,SF,3,176,Hellas Matrix Turf,Turf,SoFi Stadium,TRUE,72.75,72.75,6,49,0,33.8642,-118.261,37.4029,-121.9678,321.0665045,10,6
2019_06_TEN_DEN_Brown,2019_TEN_55_Brown,2019_06_TEN_DEN,DEN,TEN,REG,6,DEN,home,TEN,TEN,32,43751,734,1634,3434,Half1,1,1,TEN 32,10,(12:14) (Shotgun) 5-J.Flacco pass short left to 32-A.Janovich pushed ob at TEN 24 for 8 yards (58-H.Landry). TEN-55-J.Brown was injured during the play.,J,Brown,TEN,55,not on VK,NA,NA,2019,TEN,LB,ILB,55,Active,Jayon Brown,Jayon,Brown,2/26/95,72,226,UCLA,2,CON,Jayon,32004252-4f48-6545-77f7-ac6c4d81c66a,2017,6,Sun,10/13/19,16:25:00,Denver Broncos,Tennessee Titans,16,0,270,1,204,3,2019,FALSE,Denver Broncos,Tennessee Titans,DEN,TEN,3,174,Kentucky Bluegrass,Grass,Empower Field at Mile High,FALSE,71.5,71.5,4,6.25,0,39.5791,-104.83,36.1992,-86.8045,1008.439177,7,7
2019_06_TEN_DEN_Evans,2019_TEN_54_Evans,2019_06_TEN_DEN,DEN,TEN,REG,6,DEN,home,TEN,TEN,16,43751,653,1553,3353,Half1,1,2,TEN 16,10,(10:53) (Shotgun) 28-R.Freeman right end to TEN 13 for 3 yards (25-A.Jackson). TEN-54-R.Evans was injured during the play.,R,Evans,TEN,54,NA,NA,NA,2019,TEN,LB,LB,54,Active,Rashaan Evans,Rashaan,Evans,11/8/95,74,234,Alabama,1,CON,Rashaan,32004556-4161-7192-2696-b2fabd26bf91,2018,6,Sun,10/13/19,16:25:00,Denver Broncos,Tennessee Titans,16,0,270,1,204,3,2019,FALSE,Denver Broncos,Tennessee Titans,DEN,TEN,3,174,Kentucky Bluegrass,Grass,Empower Field at Mile High,FALSE,71.5,71.5,4,6.25,0,39.5791,-104.83,36.1992,-86.8045,1008.439177,7,7
