season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,college,years_exp,week,game_type,football_name,entry_year,player_id
2019,TEN,RB,RB,33,Active,Dion Lewis,Dion,Lewis,1990-09-27,Pittsburgh,8,20,CON,Dion,2011,2019_Lewis_TEN
2019,TEN,RB,RB,32,NA,David Fluellen,David,Fluellen,1992-01-28,Toledo,5,20,CON,David,2014,2019_Fluellen_TEN
2019,TEN,RB,RB,35,NA,Akeem Hunt,Akeem,Hunt,NA,Purdue,NA,20,CON,Akeem,NA,2019_Hunt_TEN
2019,TEN,RB,RB,22,Active,Derrick Henry,Derrick,Henry,1994-01-04,Alabama,3,20,CON,Derrick,2016,2019_Henry_TEN
2019,TEN,RB,RB,31,NA,Shaun Wilson,Shaun,Wilson,1995-12-02,Duke,NA,20,CON,Shaun,NA,2019_Wilson_TEN
2019,TEN,RB,RB,28,NA,Dalyn Dawkins,Dalyn,Dawkins,1994-12-26,Colorado State,1,20,CON,Dalyn,2018,2019_Dawkins_TEN
2019,TEN,RB,RB,41,Active,Khari Blasingame,Khari,Blasingame,1996-07-01,Vanderbilt,0,20,CON,Khari,2019,2019_Blasingame_TEN
2019,TEN,RB,RB,39,NA,Alex Barnes,Alex,Barnes,NA,Kansas State,NA,20,CON,Alex,NA,2019_Barnes_TEN
2019,TEN,SPEC,P,6,Active,Brett Kern,Brett,Kern,1986-02-17,Toledo,11,20,CON,Brett,2008,2019_Kern_TEN
2019,TEN,SPEC,K,4,NA,Ryan Succop,Ryan,Succop,1986-09-19,South Carolina,10,20,CON,Ryan,2009,2019_Succop_TEN
2019,TEN,SPEC,LS,48,Active,Beau Brinkley,Beau,Brinkley,1990-01-25,Missouri,7,20,CON,Beau,2012,2019_Brinkley_TEN
2019,TEN,SPEC,K,3,NA,Cody Parkey,Cody,Parkey,1992-02-19,Auburn,5,20,CON,Cody,2014,2019_Parkey_TEN
2019,TEN,SPEC,K,7,NA,Cairo Santos,Cairo,Santos,1991-11-12,Tulane,5,20,CON,Cairo,2014,2019_Santos_TEN
2019,TEN,SPEC,K,7,Active,Greg Joseph,Gregory,Joseph,1994-08-04,Florida Atlantic,1,20,CON,Greg,2018,2019_Joseph_TEN
2019,TEN,SPEC,P,3,NA,Ryan Santoso,Ryan,Santoso,1995-08-26,Minnesota,1,20,CON,Ryan,2018,2019_Santoso_TEN
2019,TEN,SPEC,K,3,NA,Austin Barnard,Austin,Barnard,NA,Samford,NA,20,CON,Austin,NA,2019_Barnard_TEN
2019,TEN,TE,TE,82,NA,Delanie Walker,Delanie,Walker,1984-08-12,Central Missouri State,13,20,CON,Delanie,2006,2019_Walker_TEN
2019,TEN,TE,TE,88,NA,Ryan Hewitt,Ryan,Hewitt,NA,Stanford,NA,20,CON,Ryan,NA,2019_Hewitt_TEN
2019,TEN,TE,TE,85,Active,MyCole Pruitt,MyCole,Pruitt,1992-03-24,Southern Illinois,4,20,CON,MyCole,2015,2019_Pruitt_TEN
2019,TEN,TE,TE,81,Active,Jonnu Smith,Jonnu,Smith,1995-08-22,Florida International,2,20,CON,Jonnu,2017,2019_Smith_TEN
2019,TEN,TE,TE,86,Active,Anthony Firkser,Anthony,Firkser,1995-02-19,Harvard,2,20,CON,Anthony,2017,2019_Firkser_TEN
2019,TEN,TE,TE,49,NA,Parker Hesse,Parker,Hesse,1995-05-26,Iowa,NA,20,CON,Parker,NA,2019_Hesse_TEN
2019,TEN,WR,WR,15,Active,Darius Jennings,Darius,Jennings,1992-06-28,Virginia,4,20,CON,Darius,2015,2019_Jennings_TEN
2019,TEN,WR,WR,10,Active,Adam Humphries,Adam,Humphries,1993-06-24,Clemson,4,20,CON,Adam,2015,2019_Humphries_TEN
2019,TEN,WR,WR,19,Active,Tajae Sharpe,Tajae,Sharpe,1994-12-23,Massachusetts,3,20,CON,Tajae,2016,2019_Sharpe_TEN
2019,TEN,WR,WR,14,Active,Kalif Raymond,Kalif,Raymond,1994-08-08,Holy Cross,3,20,CON,Kalif,2016,2019_Raymond_TEN
2019,TEN,WR,WR,87,NA,Tanner McEvoy,Tanner,McEvoy,NA,Wisconsin,NA,20,CON,Tanner,NA,2019_McEvoy_TEN
2019,TEN,WR,WR,84,Active,Corey Davis,Corey,Davis,1995-01-11,Western Michigan,2,20,CON,Corey,2017,2019_Davis_TEN
2019,TEN,WR,WR,18,NA,DeAngelo Yancey,DeAngelo,Yancey,NA,Purdue,NA,20,CON,DeAngelo,NA,2019_Yancey_TEN
2019,TEN,WR,WR,16,Active,Cody Hollister,Cody,Hollister,1993-11-18,Arkansas,2,20,CON,Cody,2017,2019_Hollister_TEN
2019,TEN,WR,WR,12,Active,Rashard Davis,Rashard,Davis,1995-09-14,James Madison,2,20,CON,Rashard,2017,2019_Davis_TEN
2019,TEN,WR,WR,12,NA,Cameron Batson,Cameron,Batson,1995-12-20,Texas Tech,NA,20,CON,Cameron,NA,2019_Batson_TEN
2019,TEN,WR,WR,11,Active,A.J. Brown,Arthur,Brown,1997-06-30,Mississippi,0,20,CON,A.J.,2019,2019_Brown_TEN
2019,TEN,WR,WR,80,NA,Papi White,Papi,White,1996-07-19,Ohio U.,NA,20,CON,Papi,NA,2019_White_TEN
2019,TEN,WR,WR,NA,NA,Trevion Thompson,Trevion,Thompson,1995-11-14,Clemson,NA,20,CON,Trevion,NA,2019_Thompson_TEN
2019,WAS,DB,CB,45,NA,Dominique Rodgers-Cromartie,Dominique,Rodgers-Cromartie,1986-04-07,Tennessee State,11,17,REG,Dominique,2008,2019_Rodgers-Cromartie_WAS
2019,WAS,DB,CB,37,Active,Coty Sensabaugh,Coty,Sensabaugh,1988-11-15,Clemson,7,17,REG,Coty,2012,2019_Sensabaugh_WAS
2019,WAS,DB,CB,24,Active,Josh Norman,Joshua,Norman,1987-12-15,Coastal Carolina,7,17,REG,Josh,2012,2019_Norman_WAS
2019,WAS,DB,CB,38,Active,Kayvon Webster,Kayvon,Webster,1991-02-01,South Florida,6,17,REG,Kayvon,2013,2019_Webster_WAS
2019,WAS,DB,CB,47,Active,Aaron Colvin,Aaron,Colvin,1991-10-02,Oklahoma,5,17,REG,Aaron,2014,2019_Colvin_WAS
2019,WAS,DB,S,32,Active,Kenny Ladler,Kenneth,Ladler,1992-06-23,Vanderbilt,5,17,REG,Kenny,2014,2019_Ladler_WAS
2019,WAS,DB,SS,20,Active,Landon Collins,Landon,Collins,1994-01-10,Alabama,4,17,REG,Landon,2015,2019_Collins_WAS
2019,WAS,DB,SS,22,NA,Deshazor Everett,Deshazor,Everett,1992-02-22,Texas A&amp;M,4,17,REG,Deshazor,2015,2019_Everett_WAS
2019,WAS,DB,CB,23,NA,Quinton Dunbar,Quinton,Dunbar,1992-07-22,Florida,4,17,REG,Quinton,2015,2019_Dunbar_WAS
2019,WAS,DB,CB,31,Active,Fabian Moreau,Fabian,Moreau,1994-04-09,UCLA,2,17,REG,Fabian,2017,2019_Moreau_WAS
2019,WAS,DB,FS,35,Active,Montae Nicholson,Montae,Nicholson,1995-12-04,Michigan State,2,17,REG,Montae,2017,2019_Nicholson_WAS
2019,WAS,DB,S,46,Active,Maurice Smith,Maurice,Smith,1995-06-14,Georgia,2,17,REG,Maurice,2017,2019_Smith_WAS
2019,WAS,DB,CB,48,Active,Breon Borders,Breon,Borders,1995-07-22,Duke,2,17,REG,Breon,2017,2019_Borders_WAS
2019,WAS,DB,CB,34,NA,Ashton Lampkin,Ashton,Lampkin,NA,Oklahoma State,NA,17,REG,Ashton,NA,2019_Lampkin_WAS
2019,WAS,DB,DB,30,Active,Troy Apke,Troy,Apke,1995-04-11,Penn State,1,17,REG,Troy,2018,2019_Apke_WAS
2019,WAS,DB,DB,38,NA,Simeon Thomas,Simeon,Thomas,1993-09-22,Louisiana-Lafayette,1,17,REG,Simeon,2018,2019_Thomas_WAS
2019,WAS,DB,DB,37,NA,Greg Stroman,Greg,Stroman,1996-03-08,Virginia Tech,1,17,REG,Greg,2018,2019_Stroman_WAS
2019,WAS,DB,DB,41,NA,Danny Johnson,Danny,Johnson,1995-11-17,Southern U.,1,17,REG,Danny,2018,2019_Johnson_WAS
2019,WAS,DB,DB,39,Active,Jeremy Reaves,Jeremy,Reaves,1996-08-29,South Alabama,1,17,REG,Jeremy,2018,2019_Reaves_WAS
2019,WAS,DB,CB,41,Active,Dee Delaney,DeVonta',Delaney,1995-02-20,Miami,1,17,REG,Dee,2018,2019_Delaney_WAS
2019,WAS,DB,DB,32,NA,Jimmy Moreland,Jimmy,Moreland,1995-08-26,James Madison,0,17,REG,Jimmy,2019,2019_Moreland_WAS
2019,WAS,DB,DB,32,NA,JoJo McIntosh,JoJo,McIntosh,NA,Washington,NA,17,REG,JoJo,NA,2019_McIntosh_WAS
2019,WAS,DB,DB,38,NA,Deion Harris,Deion,Harris,1995-12-18,North Dakota,NA,17,REG,Deion,NA,2019_Harris_WAS
2019,WAS,DB,DB,26,NA,DeJuan Neal,DeJuan,Neal,NA,Shepherd,NA,17,REG,DeJuan,NA,2019_Neal_WAS
2019,WAS,DL,DE,98,Active,Matthew Ioannidis,Matthew,Ioannidis,1994-01-11,Temple,3,17,REG,Matt,2016,2019_Ioannidis_WAS
2019,WAS,DL,DE,93,Active,Jonathan Allen,Jonathan,Allen,1995-01-16,Alabama,2,17,REG,Jonathan,2017,2019_Allen_WAS
2019,WAS,DL,DT,99,NA,Caleb Brantley,Caleb,Brantley,1994-09-02,Florida,2,17,REG,Caleb,2017,2019_Brantley_WAS
2019,WAS,DL,DT,96,Active,Treyvon Hester,Treyvon,Hester,1992-09-21,Toledo,2,17,REG,Treyvon,2017,2019_Hester_WAS
2019,WAS,DL,DE,94,NA,Cameron Malveaux,Cameron,Malveaux,1994-08-22,Houston,NA,17,REG,Cameron,NA,2019_Malveaux_WAS
2019,WAS,DL,NT,94,Active,Daron Payne,Da'Ron,Payne,1997-05-27,Alabama,1,17,REG,Da'Ron,2018,2019_Payne_WAS
2019,WAS,DL,NT,97,Active,Tim Settle,Timothy,Settle,1997-07-11,Virginia Tech,1,17,REG,Tim,2018,2019_Settle_WAS
2019,WAS,DL,DT,64,NA,JoJo Wicker,JoJo,Wicker,1996-06-09,Arizona State,NA,17,REG,JoJo,NA,2019_Wicker_WAS
2019,WAS,DL,DE,92,NA,Ryan Bee,Ryan,Bee,1995-11-12,Marshall,0,17,REG,Ryan,2019,2019_Bee_WAS
2019,WAS,DL,NT,66,NA,Khairi Clark,Khairi,Clark,NA,Florida,NA,17,REG,Khairi,NA,2019_Clark_WAS
2019,WAS,DL,NT,92,NA,Austin Maloata,Austin,Maloata,NA,Austin Peay State,NA,17,REG,Austin,NA,2019_Maloata_WAS
2019,WAS,LB,OLB,91,NA,Ryan Kerrigan,Ryan,Kerrigan,1988-08-16,Purdue,8,17,REG,Ryan,2011,2019_Kerrigan_WAS
2019,WAS,LB,ILB,53,Active,Jon Bostic,Jon,Bostic,1991-05-05,Florida,6,17,REG,Jon,2013,2019_Bostic_WAS
2019,WAS,LB,LB,46,NA,Marcus Smith,Marcus,Smith,NA,Louisville,NA,17,REG,Marcus,NA,2019_Smith_WAS
2019,WAS,LB,OLB,50,NA,Marquis Flowers,Marquis,Flowers,NA,Arizona,NA,17,REG,Marquis,NA,2019_Flowers_WAS
2019,WAS,LB,LB,54,Active,Nate Orchard,Nathaniel,Orchard,1993-01-05,Utah,4,17,REG,Nate,2015,2019_Orchard_WAS
2019,WAS,LB,LB,58,NA,Cassanova McKinzy,Cassanova,McKinzy,1992-11-17,Auburn,3,17,REG,Cassanova,2016,2019_McKinzy_WAS
2019,WAS,LB,LB,45,NA,Pete Robertson,Pete,Robertson,1992-12-02,Texas Tech,3,17,REG,Pete,2016,2019_Robertson_WAS
2019,WAS,LB,OLB,56,NA,Reuben Foster,Reuben,Foster,1994-04-04,Alabama,NA,17,REG,Reuben,NA,2019_Foster_WAS
2019,WAS,LB,OLB,52,Active,Ryan Anderson,Orlando,Anderson,1994-08-12,Alabama,2,17,REG,Ryan,2017,2019_Anderson_WAS
2019,WAS,LB,ILB,40,Active,Josh Harvey-Clemons,Josh,Harvey-Clemons,1994-02-20,Louisville,2,17,REG,Josh,2017,2019_Harvey-Clemons_WAS
2019,WAS,LB,OLB,50,Active,Chris Odom,Chris,Odom,1994-09-16,Arkansas State,2,17,REG,Chris,2017,2019_Odom_WAS
2019,WAS,LB,LB,56,NA,Garrett Sickels,Garrett,Sickels,NA,Penn State,NA,17,REG,Garrett,NA,2019_Sickels_WAS
2019,WAS,LB,LB,51,Active,Shaun Dion Hamilton,Shaun Dion,Hamilton,1995-09-11,Alabama,1,17,REG,Shaun Dion,2018,2019_Hamilton_WAS
2019,WAS,LB,LB,54,NA,Myles Humphrey,Myles,Humphrey,1995-09-07,Shepherd,NA,17,REG,Myles,NA,2019_Humphrey_WAS
2019,WAS,LB,LB,47,NA,Andrew Ankrah,Andrew,Ankrah,NA,James Madison,NA,17,REG,Andrew,NA,2019_Ankrah_WAS
2019,WAS,LB,LB,90,Active,Montez Sweat,Montez,Sweat,1996-09-04,Mississippi State,0,17,REG,Montez,2019,2019_Sweat_WAS
2019,WAS,LB,LB,55,Active,Cole Holcomb,Cole,Holcomb,1996-07-30,North Carolina,0,17,REG,Cole,2019,2019_Holcomb_WAS
2019,WAS,LB,LB,95,NA,Jordan Brailford,Jordan,Brailford,1995-10-09,Oklahoma State,NA,17,REG,Jordan,NA,2019_Brailford_WAS
2019,WAS,LB,LB,48,NA,B.J. Blunt,B.J.,Blunt,NA,McNeese State,NA,17,REG,B.J.,NA,2019_Blunt_WAS
2019,WAS,LB,LB,55,NA,Gary Johnson,Gary,Johnson,NA,Texas,NA,17,REG,Gary,NA,2019_Johnson_WAS
2019,WAS,LB,LB,59,NA,Darrell Williams,Darrell,Williams,NA,Auburn,NA,17,REG,Darrell,NA,2019_Williams_WAS
2019,WAS,OL,T,72,Active,Donald Penn,Donald,Penn,1983-04-27,Utah State,13,17,REG,Donald,2006,2019_Penn_WAS
2019,WAS,OL,T,71,NA,Trent Williams,Trent,Williams,1988-07-19,Oklahoma,NA,17,REG,Trent,NA,2019_Williams_WAS
2019,WAS,OL,G,66,Active,Tony Bergstrom,Anthony,Bergstrom,1986-08-06,Utah,7,17,REG,Tony,2012,2019_Bergstrom_WAS
2019,WAS,OL,G,69,NA,Hugh Thornton,Hugh,Thornton,NA,Illinois,NA,17,REG,Hugh,NA,2019_Thornton_WAS
2019,WAS,OL,T,76,Active,Morgan Moses,Morgan,Moses,1991-03-03,Virginia,5,17,REG,Morgan,2014,2019_Moses_WAS
2019,WAS,OL,OG,67,NA,Zac Kerin,Zac,Kerin,NA,Toledo,NA,17,REG,Zac,NA,2019_Kerin_WAS
2019,WAS,OL,G,75,NA,Brandon Scherff,Brandon,Scherff,1991-12-26,Iowa,4,17,REG,Brandon,2015,2019_Scherff_WAS
2019,WAS,OL,T,77,Active,Ereck Flowers,Ereck,Flowers,1994-04-25,Miami,4,17,REG,Ereck,2015,2019_Flowers_WAS
2019,WAS,OL,T,60,NA,Corey Robinson,Corey,Robinson,NA,South Carolina,NA,17,REG,Corey,NA,2019_Robinson_WAS
2019,WAS,OL,C,73,Active,Chase Roullier,Chase,Roullier,1993-08-23,Wyoming,2,17,REG,Chase,2017,2019_Roullier_WAS
2019,WAS,OL,T,74,Active,Geron Christian,Geron,Christian,1996-09-10,Louisville,1,17,REG,Geron,2018,2019_Christian_WAS
2019,WAS,OL,T,61,Active,Timon Parris,Timon,Parris,1995-09-11,Stony Brook,1,17,REG,Timon,2018,2019_Parris_WAS
2019,WAS,OL,G,67,Active,Wes Martin,Wesley,Martin,1996-05-09,Indiana,0,17,REG,Wes,2019,2019_Martin_WAS
2019,WAS,OL,C,64,Active,Ross Pierschbacher,Ross,Pierschbacher,1995-05-05,Alabama,0,17,REG,Ross,2019,2019_Pierschbacher_WAS
2019,WAS,OL,T,79,NA,Paul Adams,Paul,Adams,1995-05-17,Missouri,NA,17,REG,Paul,NA,2019_Adams_WAS
2019,WAS,OL,G,63,NA,Jerald Foster,Jerald,Foster,NA,Nebraska,NA,17,REG,Jerald,NA,2019_Foster_WAS
2019,WAS,QB,QB,11,NA,Alex Smith,Alex,Smith,1984-05-07,Utah,NA,17,REG,Alex,NA,2019_Smith_WAS
2019,WAS,QB,QB,12,Active,Colt McCoy,Daniel,McCoy,1986-09-05,Texas,9,17,REG,Colt,2010,2019_McCoy_WAS
2019,WAS,QB,QB,8,Active,Case Keenum,Casey,Keenum,1988-02-17,Houston,7,17,REG,Case,2012,2019_Keenum_WAS
2019,WAS,QB,QB,6,NA,Josh Woodrum,Josh,Woodrum,1992-11-07,Liberty,NA,17,REG,Josh,NA,2019_Woodrum_WAS
2019,WAS,QB,QB,7,Active,Dwayne Haskins,Dwayne,Haskins,1997-05-03,Ohio State,0,17,REG,Dwayne,2019,2019_Haskins_WAS
2019,WAS,QB,QB,2,NA,Jalan McClendon,Jalan,McClendon,NA,Baylor,NA,17,REG,Jalan,NA,2019_McClendon_WAS
2019,WAS,RB,RB,26,Active,Adrian Peterson,Adrian,Peterson,1985-03-21,Oklahoma,12,17,REG,Adrian,2007,2019_Peterson_WAS
2019,WAS,RB,RB,25,Active,Chris Thompson,Christopher,Thompson,1990-10-20,Florida State,6,17,REG,Chris,2013,2019_Thompson_WAS
2019,WAS,RB,FB,45,Active,Michael Burton,Michael,Burton,1992-02-01,Rutgers,4,17,REG,Michael,2015,2019_Burton_WAS
2019,WAS,RB,RB,34,Active,Wendell Smallwood,Wendell,Smallwood,1994-01-20,West Virginia,3,17,REG,Wendell,2016,2019_Smallwood_WAS
2019,WAS,RB,RB,36,Active,Josh Ferguson,Joshua,Ferguson,1993-05-23,Illinois,3,17,REG,Josh,2016,2019_Ferguson_WAS
2019,WAS,RB,RB,29,NA,Derrius Guice,Derrius,Guice,1997-06-21,Louisiana State,1,17,REG,Derrius,2018,2019_Guice_WAS
2019,WAS,RB,RB,23,NA,Bryce Love,Bryce,Love,1997-07-08,Stanford,NA,17,REG,Bryce,NA,2019_Love_WAS
2019,WAS,RB,RB,37,NA,Derrick Gore,Derrick,Gore,1994-12-13,Louisiana-Monroe,NA,17,REG,Derrick,NA,2019_Gore_WAS
2019,WAS,SPEC,LS,57,Active,Nick Sundberg,Nicholas,Sundberg,1987-07-29,California,10,17,REG,Nick,2009,2019_Sundberg_WAS
2019,WAS,SPEC,K,3,Active,Dustin Hopkins,Dustin,Hopkins,1990-10-01,Florida State,6,17,REG,Dustin,2013,2019_Hopkins_WAS
2019,WAS,SPEC,P,5,Active,Tress Way,Tress,Way,1990-04-18,Oklahoma,6,17,REG,Tress,2013,2019_Way_WAS
2019,WAS,TE,TE,85,NA,Vernon Davis,Vernon,Davis,1984-01-31,Maryland,13,17,REG,Vernon,2006,2019_Davis_WAS
2019,WAS,TE,TE,86,NA,Jordan Reed,Jordan,Reed,1990-07-03,Florida,6,17,REG,Jordan,2013,2019_Reed_WAS
2019,WAS,TE,TE,83,NA,Jerome Cunningham,Jerome,Cunningham,1991-05-25,Southern Connecticut State,5,17,REG,Jerome,2014,2019_Cunningham_WAS
2019,WAS,TE,TE,87,Active,Jeremy Sprinkle,Jeremy,Sprinkle,1994-08-10,Arkansas,2,17,REG,Jeremy,2017,2019_Sprinkle_WAS
2019,WAS,TE,TE,43,NA,Keith Towbridge,Keith,Towbridge,1995-05-21,Louisville,NA,17,REG,Keith,NA,2019_Towbridge_WAS
2019,WAS,TE,TE,41,NA,Matt Flanagan,Matt,Flanagan,NA,Pittsburgh,NA,17,REG,Matt,NA,2019_Flanagan_WAS
2019,WAS,TE,TE,83,Active,Caleb Wilson,Caleb,Wilson,1996-07-15,UCLA,0,17,REG,Caleb,2019,2019_Wilson_WAS
2019,WAS,TE,TE,88,Active,Hale Hentges,Hale,Hentges,1996-08-19,Alabama,0,17,REG,Hale,2019,2019_Hentges_WAS
2019,WAS,TE,TE,46,NA,Donald Parham,Donald,Parham,1997-08-16,Stetson University,NA,17,REG,Donald,NA,2019_Parham_WAS
2019,WAS,TE,TE,82,NA,Drew Belcher,Drew,Belcher,1996-04-18,Maine,NA,17,REG,Drew,NA,2019_Belcher_WAS
2019,WAS,WR,WR,83,NA,Brian Quick,Brian,Quick,NA,Appalachian State,NA,17,REG,Brian,NA,2019_Quick_WAS
2019,WAS,WR,WR,10,NA,Paul Richardson,Paul,Richardson,1992-04-13,Colorado,5,17,REG,Paul,2014,2019_Richardson_WAS
2019,WAS,WR,WR,16,NA,Jehu Chesson,Jehu,Chesson,1993-12-20,Michigan,NA,17,REG,Jehu,NA,2019_Chesson_WAS
2019,WAS,WR,WR,18,NA,Trey Quinn,Trey,Quinn,1995-12-07,Southern Methodist,1,17,REG,Trey,2018,2019_Quinn_WAS
2019,WAS,WR,WR,89,Active,Cam Sims,Cam,Sims,1996-01-06,Alabama,1,17,REG,Cam,2018,2019_Sims_WAS
2019,WAS,WR,WR,19,Active,Jester Weah,Jester,Weah,1995-02-07,Pittsburgh,1,17,REG,Jester,2018,2019_Weah_WAS
2019,WAS,WR,WR,2,NA,Jordan Veasy,Jordan,Veasy,1995-06-23,California,NA,17,REG,Jordan,NA,2019_Veasy_WAS
2019,WAS,WR,WR,84,Active,Darvin Kidsy,Darvin,Kidsy,1995-03-19,Texas Southern,1,17,REG,Darvin,2018,2019_Kidsy_WAS
2019,WAS,WR,WR,17,Active,Terry McLaurin,Terry,McLaurin,1995-09-15,Ohio State,0,17,REG,Terry,2019,2019_McLaurin_WAS
2019,WAS,WR,WR,13,Active,Kelvin Harmon,Kelvin,Harmon,1996-12-15,North Carolina State,0,17,REG,Kelvin,2019,2019_Harmon_WAS
2019,WAS,WR,WR,15,Active,Steven Sims,Steven,Sims,1997-03-31,Kansas,0,17,REG,Steven,2019,2019_Sims_WAS
2019,WAS,WR,WR,16,NA,Emanuel Hall,Emanuel,Hall,1997-05-21,Missouri,NA,17,REG,Emanuel,NA,2019_Hall_WAS
2020,ARI,DB,CB,25,R/Injured,Johnathan Joseph,Johnathan,Joseph,1984-04-16,South Carolina,14,17,REG,Johnathan,2006,2020_Joseph_ARI
2020,ARI,DB,CB,21,Active,Patrick Peterson,Patrick,Peterson,1990-07-11,Louisiana State,9,17,REG,Patrick,2011,2020_Peterson_ARI
2020,ARI,DB,CB,20,PS; Vet,Prince Amukamara,Prince,Amukamara,1989-06-06,Nebraska,9,17,REG,Prince,2011,2020_Amukamara_ARI
2020,ARI,DB,CB,20,Active,Dre Kirkpatrick,D'Andre,Kirkpatrick,1989-10-26,Alabama,8,17,REG,Dre,2012,2020_Kirkpatrick_ARI
2020,ARI,DB,FS,31,R/COVID-19,Chris Banjo,Ayorunmi,Banjo,1990-02-26,Southern Methodist,7,17,REG,Chris,2013,2020_Banjo_ARI
2020,ARI,DB,CB,23,R/Injured,Robert Alford,Robert,Alford,1988-11-01,Southeastern Louisiana,7,17,REG,Robert,2013,2020_Alford_ARI
2020,ARI,DB,FS,28,Active,Charles Washington,Charles,Washington,1993-03-10,Fresno State,4,17,REG,Charles,2016,2020_Washington_ARI
2020,ARI,DB,CB,27,Active,Kevin Peterson,Kevin,Peterson,1994-03-22,Oklahoma State,4,17,REG,Kevin,2016,2020_Peterson_ARI
2020,ARI,DB,SS,32,Active,Budda Baker,Budda,Baker,1996-01-10,Washington,3,17,REG,Budda,2017,2020_Baker_ARI
2020,ARI,DB,CB,33,Active,Byron Murphy,Byron,Murphy,1998-01-18,Washington,1,17,REG,Byron,2019,2020_Murphy_ARI
2020,ARI,DB,SS,22,Active,Deionte Thompson,Deionte,Thompson,1997-02-11,Alabama,1,17,REG,Deionte,2019,2020_Thompson_ARI
2020,ARI,DB,DB,43,Practice Squad,Picasso Nelson,Picasso,Nelson,1996-04-15,Southern Mississippi,1,17,REG,Picasso,2019,2020_Nelson_ARI
2020,ARI,DB,FS,34,Active,Jalen Thompson,Jalen,Thompson,1998-07-18,Washington State,1,17,REG,Jalen,2019,2020_Thompson_ARI
2020,ARI,DB,CB,39,Active,Jace Whittaker,Jace,Whittaker,1995-07-16,Arizona,0,17,REG,Jace,2020,2020_Whittaker_ARI
2020,ARI,DB,DB,38,Practice Squad,Chris Miller,Chris,Miller,1997-10-06,Baylor,0,17,REG,Chris,2020,2020_Miller_ARI
2020,ARI,DL,NT,90,Active,Domata Peko,Domata,Peko,1984-11-27,Michigan State,14,17,REG,Domata,2006,2020_Peko_ARI
2020,ARI,DL,NT,98,R/Injured,Corey Peters,Corey,Peters,1988-06-08,Kentucky,10,17,REG,Corey,2010,2020_Peters_ARI
2020,ARI,DL,DE,65,Active,Stacy McGee,Stacy,McGee,1990-01-17,Oklahoma,7,17,REG,Stacy,2013,2020_McGee_ARI
2020,ARI,DL,DE,69,R/Injured; DFR,Josh Mauro,Josh,Mauro,1991-02-17,Stanford,6,17,REG,Josh,2014,2020_Mauro_ARI
2020,ARI,DL,DT,97,R/Injured,Jordan Phillips,Jordan,Phillips,1992-09-21,Oklahoma,5,17,REG,Jordan,2015,2020_Phillips_ARI
2020,ARI,DL,DT,96,Active,Angelo Blackson,Angelo,Blackson,1992-11-14,Auburn,5,17,REG,Angelo,2015,2020_Blackson_ARI
2020,ARI,DL,DT,94,Active,Zach Allen,Zachary,Allen,1997-08-20,Boston College,1,17,REG,Zach,2019,2020_Allen_ARI
2020,ARI,DL,DE,91,PS/Pro,Michael Dogbe,Michael,Dogbe,1996-05-05,Temple,1,17,REG,Michael,2019,2020_Dogbe_ARI
2020,ARI,DL,DT,95,Active,Leki Fotu,George,Fotu,1998-08-23,Utah,0,17,REG,Leki,2020,2020_Fotu_ARI
2020,ARI,DL,NT,92,Active,Rashard Lawrence,Ronald,Lawrence,1998-08-27,Louisiana State,0,17,REG,Rashard,2020,2020_Lawrence_ARI
2020,ARI,LB,OLB,55,R/Injured,Chandler Jones,Chandler,Jones,1990-02-27,Syracuse,8,17,REG,Chandler,2012,2020_Jones_ARI
2020,ARI,LB,OLB,42,Active,Devon Kennard,Devon,Kennard,1991-06-24,Southern California,6,17,REG,Devon,2014,2020_Kennard_ARI
2020,ARI,LB,OLB,44,Active,Markus Golden,Markus,Golden,1991-03-13,Missouri,5,17,REG,Markus,2015,2020_Golden_ARI
2020,ARI,LB,ILB,58,Active,Jordan Hicks,Jordan,Hicks,1992-06-27,Texas,5,17,REG,Jordan,2015,2020_Hicks_ARI
2020,ARI,LB,ILB,59,Active,De'Vondre Campbell,De'Vondre,Campbell,1993-07-01,Minnesota,4,17,REG,De'Vondre,2016,2020_Campbell_ARI
2020,ARI,LB,ILB,54,Active,Terrance Smith,Terrance,Smith,1993-05-03,Florida State,4,17,REG,Terrance,2016,2020_Smith_ARI
2020,ARI,LB,OLB,43,Active,Haason Reddick,Haason,Reddick,1994-09-22,Temple,3,17,REG,Haason,2017,2020_Reddick_ARI
2020,ARI,LB,ILB,51,Active,Tanner Vallejo,Tanner,Vallejo,1994-12-16,Boise State,3,17,REG,Tanner,2017,2020_Vallejo_ARI
2020,ARI,LB,OLB,54,R/Injured,Isaiah Irving,Isaiah,Irving,1994-06-09,San Jose State,3,17,REG,Isaiah,2017,2020_Irving_ARI
2020,ARI,LB,OLB,49,R/Injured,Kylie Fitts,Kylie,Fitts,1994-10-11,Utah,2,17,REG,Kylie,2018,2020_Fitts_ARI
2020,ARI,LB,OLB,45,R/Injured,Dennis Gardeck,Dennis,Gardeck,1994-08-09,Sioux Falls,2,17,REG,Dennis,2018,2020_Gardeck_ARI
2020,ARI,LB,ILB,47,Active,Ezekiel Turner,Ezekiel,Turner,1996-06-09,Washington,2,17,REG,Ezekiel,2018,2020_Turner_ARI
