connector,player_id,game_id,home_team,away_team,season_type,week,posteam,posteam_type,defteam,side_of_field,yardline_100,game_date,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,game_half,qtr,down,yrdln,ydstogo,desc,injured_first_name,injured_last_name,injured_team,injured_player_num,Contact/ non-contact,injury area,player role,season...30,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,years_exp,game_type,football_name,smart_id,entry_year,day,date,time,winner.tie,loser.tie,pts_w,pts_l,yds_w,tov_w,yds_l,tov_l,season...60,loser_is_home,Home_Team,Away_Team,Home_abbr,Away_abbr,num_injuries,num_plays,surface,surface_type,stadium,dome,Avg_Temp,Avg_Feels_Like,Avg_Wind_MPH,Avg_Humidity_Percent,Avg_Percipitation_Prob_Percent,Home_latitude,Home_longitude,Away_latitude,Away_longitude,distance_miles,HOME_day_since_last_game,AWAY_day_since_last_game
2019_10_LAC_LV_Joyner,2019_LV_29_Joyner,2019_10_LAC_OAK,LV,LAC,REG,10,LAC,away,LV,LAC,70,43776,37,37,37,Half2,4,2,LAC 30,10,"(:37) (Shotgun) 17-P.Rivers pass incomplete deep right to 86-H.Henry. OAK-29-L.Joyner was injured during the play. Penalty on LAC, Illegal Shift, declined.",L,Joyner,LV,29,non contact,lower body,AFP,2019,LV,DB,FS,29,Active,Lamarcus Joyner,Lamarcus,Joyner,11/27/90,68,185,Florida State,5,REG,Lamarcus,32004a4f-5946-4866-7495-d5ac553be826,2014,Thu,11/7/19,20:20:00,Oakland Raiders,Los Angeles Chargers,26,24,278,0,315,3,2019,FALSE,Oakland Raiders,Los Angeles Chargers,LV,LAC,3,175,Bermuda Grass,Grass,Oakland Coliseum,FALSE,54.75,54.75,5,74.5,0,37.7567,-122.1931,33.8642,-118.261,347.6122738,4,4
2019_10_LAC_LV_Tranquill,2019_LAC_49_Tranquill,2019_10_LAC_OAK,LV,LAC,REG,10,LV,home,LAC,50,50,43776,132,132,1932,Half1,2,3,MID 50,11,(2:12) (Shotgun) 4-D.Carr pass short left to 12-Z.Jones to LAC 40 for 10 yards (49-D.Tranquill). LAC-49-D.Tranquill was injured during the play. His return is Questionable.,D,Tranquill,LAC,49,contact,lower body,tackler,2019,LAC,LB,LB,49,Active,Drue Tranquill,Drue,Tranquill,8/15/95,74,234,Notre Dame,0,REG,Drue,32005452-4128-9059-cb73-4eadedc51904,2019,Thu,11/7/19,20:20:00,Oakland Raiders,Los Angeles Chargers,26,24,278,0,315,3,2019,FALSE,Oakland Raiders,Los Angeles Chargers,LV,LAC,3,175,Bermuda Grass,Grass,Oakland Coliseum,FALSE,54.75,54.75,5,74.5,0,37.7567,-122.1931,33.8642,-118.261,347.6122738,4,4
2019_11_CIN_LV_Dunlap,2019_CIN_96_Dunlap,2019_11_CIN_OAK,LV,CIN,REG,11,LV,home,CIN,CIN,4,43786,665,665,665,Half2,4,4,CIN 4,1,(11:05) 45-A.Ingold up the middle to CIN 1 for 3 yards (97-G.Atkins; 36-S.Williams). CIN-96-C.Dunlap was injured during the play. His return is Questionable.,C,Dunlap,CIN,96,contact,upper body,run defender,2019,CIN,DL,DE,96,Active,Carlos Dunlap,Carlos,Dunlap,2/28/89,78,285,Florida,9,REG,Carlos,32004455-4e47-4478-d651-c5c2e90fab0d,2010,Sun,11/17/19,16:25:00,Oakland Raiders,Cincinnati Bengals,17,10,386,2,246,2,2019,FALSE,Oakland Raiders,Cincinnati Bengals,LV,CIN,3,175,Bermuda Grass,Grass,Oakland Coliseum,FALSE,70.25,70.25,5,43.25,0,37.7567,-122.1931,39.0964,-84.5164,2026.926011,10,7
2019_11_CIN_LV_Jackson,2019_CIN_22_Jackson,2019_11_CIN_OAK,LV,CIN,REG,11,LV,home,CIN,CIN,34,43786,775,775,775,Half2,4,1,CIN 34,10,(12:55) 28-J.Jacobs left tackle pushed ob at CIN 13 for 21 yards (22-W.Jackson III; 96-C.Dunlap). CIN-22-W.Jackson III was injured during the play. His return is Questionable.,W,Jackson,CIN,22,contact,upper body,tackler,2019,CIN,DB,CB,22,Active,William Jackson,William,Jackson,10/27/92,72,196,Houston,3,REG,William,32004a41-4364-5516-1a9f-87dcd74055ee,2016,Sun,11/17/19,16:25:00,Oakland Raiders,Cincinnati Bengals,17,10,386,2,246,2,2019,FALSE,Oakland Raiders,Cincinnati Bengals,LV,CIN,3,175,Bermuda Grass,Grass,Oakland Coliseum,FALSE,70.25,70.25,5,43.25,0,37.7567,-122.1931,39.0964,-84.5164,2026.926011,10,7
2019_11_CIN_LV_Tate,2019_CIN_19_Tate,2019_11_CIN_OAK,LV,CIN,REG,11,CIN,away,LV,CIN,53,43786,411,411,411,Half2,4,3,CIN 47,19,(6:51) (Shotgun) 5-R.Finley pass deep middle to 19-A.Tate to OAK 33 for 20 yards (35-C.Riley). CIN-19-A.Tate was injured during the play. His return is Doubtful.,A,Tate,CIN,19,contact,head/neck,pass catcher,2019,CIN,WR,WR,19,NA,Auden Tate,Auden,Tate,2/3/97,77,228,Florida State,1,REG,Auden,32005441-5413-0154-6d9d-5c163b90a894,2018,Sun,11/17/19,16:25:00,Oakland Raiders,Cincinnati Bengals,17,10,386,2,246,2,2019,FALSE,Oakland Raiders,Cincinnati Bengals,LV,CIN,3,175,Bermuda Grass,Grass,Oakland Coliseum,FALSE,70.25,70.25,5,43.25,0,37.7567,-122.1931,39.0964,-84.5164,2026.926011,10,7
2019_12_LV_NYJ_Beachum,2019_NYJ_68_Beachum,2019_12_OAK_NYJ,NYJ,LV,REG,12,NYJ,home,LV,NYJ,94,43793,139,1039,2839,Half1,1,2,NYJ 6,8,(2:19) 14-S.Darnold pass short left to 26-L.Bell to NYJ 23 for 17 yards (50-N.Morrow). NYJ-68-K.Beachum was injured during the play.,K,Beachum,NYJ,68,contact,knee,pass blocker,2019,NYJ,OL,T,68,Active,Kelvin Beachum,Kelvin,Beachum,6/8/89,75,308,Southern Methodist,7,REG,Kelvin,32004245-4111-1513-5626-cd2b32ceb041,2012,Sun,11/24/19,13:00:00,New York Jets,Oakland Raiders,34,3,401,1,208,2,2019,FALSE,New York Jets,Oakland Raiders,NYJ,LV,4,161,FieldTurf Classic HD,Turf,MetLife Stadium,FALSE,42.25,37.5,7.5,88.25,99.75,40.8137,-74.0829,37.7567,-122.1931,2549.345661,7,7
2019_12_LV_NYJ_Edoga,2019_NYJ_75_Edoga,2019_12_OAK_NYJ,NYJ,LV,REG,12,NYJ,home,LV,NYJ,61,43793,900,900,2700,Half1,2,2,NYJ 39,9,(15:00) (Shotgun) 14-S.Darnold pass short left to 84-R.Griffin to OAK 49 for 12 yards (25-E.Harris). NYJ-75-C.Edoga was injured during the play.,C,Edoga,NYJ,75,contact,knee,pass blocker,2019,NYJ,OL,T,75,NA,Chuma Edoga,Chuma,Edoga,5/25/97,75,308,Southern California,0,REG,Chuma,32004544-4f33-7482-f251-ab502d650176,2019,Sun,11/24/19,13:00:00,New York Jets,Oakland Raiders,34,3,401,1,208,2,2019,FALSE,New York Jets,Oakland Raiders,NYJ,LV,4,161,FieldTurf Classic HD,Turf,MetLife Stadium,FALSE,42.25,37.5,7.5,88.25,99.75,40.8137,-74.0829,37.7567,-122.1931,2549.345661,7,7
2019_12_LV_NYJ_Hankins,2019_LV_90_Hankins,2019_12_OAK_NYJ,NYJ,LV,REG,12,NYJ,home,LV,NYJ,78,43793,852,852,852,Half2,4,1,NYJ 22,10,(14:12) (Shotgun) 14-S.Darnold pass incomplete short left to 18-D.Thomas (20-D.Worley). OAK-90-J.Hankins was injured during the play.,J,Hankins,LV,90,contact,knee,pass rusher,2019,LV,DL,DT,90,Active,Johnathan Hankins,Johnathan,Hankins,3/30/92,75,340,Ohio State,6,REG,Johnathan,32004841-4e16-9902-788f-c9022e21f3ed,2013,Sun,11/24/19,13:00:00,New York Jets,Oakland Raiders,34,3,401,1,208,2,2019,FALSE,New York Jets,Oakland Raiders,NYJ,LV,4,161,FieldTurf Classic HD,Turf,MetLife Stadium,FALSE,42.25,37.5,7.5,88.25,99.75,40.8137,-74.0829,37.7567,-122.1931,2549.345661,7,7
2019_12_LV_NYJ_Renfrow,2019_LV_13_Renfrow,2019_12_OAK_NYJ,NYJ,LV,REG,12,LV,away,NYJ,NYJ,25,43793,440,440,2240,Half1,2,3,NYJ 25,2,(7:20) (Shotgun) 4-D.Carr pass incomplete short left to 13-H.Renfrow (31-B.Austin). OAK-13-H.Renfrow was injured during the play.,H,Renfrow,LV,13,contact,head,pass catcher,2019,LV,WR,WR,13,Active,Hunter Renfrow,Hunter,Renfrow,12/21/95,70,185,Clemson,0,REG,Hunter,32005245-4e35-8499-ff02-b25484b87290,2019,Sun,11/24/19,13:00:00,New York Jets,Oakland Raiders,34,3,401,1,208,2,2019,FALSE,New York Jets,Oakland Raiders,NYJ,LV,4,161,FieldTurf Classic HD,Turf,MetLife Stadium,FALSE,42.25,37.5,7.5,88.25,99.75,40.8137,-74.0829,37.7567,-122.1931,2549.345661,7,7
2019_13_LV_KC_Harris,2019_LV_25_Harris,2019_13_OAK_KC,KC,LV,REG,13,KC,home,LV,KC,55,43800,733,733,733,Half2,4,2,KC 45,4,(12:13) (Shotgun) 34-D.Thompson right tackle to KC 48 for 3 yards (90-J.Hankins). OAK-25-E.Harris was injured during the play.,E,Harris,LV,25,contact,knee,tackler,2019,LV,DB,SS,25,Active,Erik Harris,Erik,Harris,4/2/90,74,220,"California, Pa.",3,REG,Erik,32004841-5238-5656-d69d-b258f71e2a37,2016,Sun,12/1/19,16:25:00,Kansas City Chiefs,Oakland Raiders,40,9,259,0,332,3,2019,FALSE,Kansas City Chiefs,Oakland Raiders,KC,LV,3,159,Bermuda Grass,Grass,Arrowhead Stadium,FALSE,34,25,12.5,60.75,0,39.0482,-94.4831,37.7567,-122.1931,1497.333876,13,7
2019_13_LV_KC_Joyner,2019_LV_29_Joyner,2019_13_OAK_KC,KC,LV,REG,13,KC,home,LV,LV,39,43800,510,510,2310,Half1,2,1,LV 39,10,(8:30) 15-P.Mahomes pass short middle to 87-T.Kelce to OAK 28 for 11 yards (29-L.Joyner). OAK-29-L.Joyner was injured during the play.,L,Joyner,LV,29,contact,upper body,pass defender,2019,LV,DB,FS,29,Active,Lamarcus Joyner,Lamarcus,Joyner,11/27/90,68,185,Florida State,5,REG,Lamarcus,32004a4f-5946-4866-7495-d5ac553be826,2014,Sun,12/1/19,16:25:00,Kansas City Chiefs,Oakland Raiders,40,9,259,0,332,3,2019,FALSE,Kansas City Chiefs,Oakland Raiders,KC,LV,3,159,Bermuda Grass,Grass,Arrowhead Stadium,FALSE,34,25,12.5,60.75,0,39.0482,-94.4831,37.7567,-122.1931,1497.333876,13,7
2019_13_LV_KC_Williams,2019_KC_31_Williams,2019_13_OAK_KC,KC,LV,REG,13,KC,home,LV,LV,17,43800,500,1400,1400,Half2,3,1,LV 17,10,(8:20) 31-D.Williams left end to OAK 21 for -4 yards (90-J.Hankins). KC-31-D.Williams was injured during the play. His return is Questionable.,D,Williams,KC,31,non contact,lower body,ball carrier,2019,KC,RB,RB,31,NA,Darrel Williams,Darrel,Williams,4/15/95,71,224,Louisiana State,1,SB,Darrel,32005749-4c20-7361-9bac-e63ffb6793a8,2018,Sun,12/1/19,16:25:00,Kansas City Chiefs,Oakland Raiders,40,9,259,0,332,3,2019,FALSE,Kansas City Chiefs,Oakland Raiders,KC,LV,3,159,Bermuda Grass,Grass,Arrowhead Stadium,FALSE,34,25,12.5,60.75,0,39.0482,-94.4831,37.7567,-122.1931,1497.333876,13,7
2019_14_TEN_LV_Moreau,2019_LV_87_Moreau,2019_14_TEN_OAK,LV,TEN,REG,14,LV,home,TEN,TEN,47,43807,744,1644,1644,Half2,3,1,TEN 47,10,(12:24) (Shotgun) 4-D.Carr pass short middle to 87-F.Moreau pushed ob at TEN 41 for 6 yards (37-A.Hooker). OAK-87-F.Moreau was injured during the play. He is Out.,F,Moreau,LV,87,contact,knee,ball carrier,2019,LV,TE,TE,87,NA,Foster Moreau,Foster,Moreau,5/6/97,76,250,Louisiana State,0,REG,Foster,32004d4f-5209-6402-e68b-97ba5fd58ae3,2019,Sun,12/8/19,16:25:00,Tennessee Titans,Oakland Raiders,42,21,552,1,355,1,2019,TRUE,Oakland Raiders,Tennessee Titans,LV,TEN,3,168,Bermuda Grass,Grass,Oakland Coliseum,FALSE,57.75,57.75,3.25,85,20.75,37.7567,-122.1931,36.1992,-86.8045,1944.766337,7,7
2019_14_TEN_LV_Worley,2019_LV_20_Worley,2019_14_TEN_OAK,LV,TEN,REG,14,TEN,away,LV,TEN,70,43807,127,1027,1027,Half2,3,1,TEN 30,10,(2:07) 22-D.Henry left tackle to OAK 46 for 24 yards (20-D.Worley). OAK-20-D.Worley was injured during the play.,D,Worley,LV,20,contact,lower body,tackler,2019,LV,DB,CB,20,Active,Daryl Worley,Daryl,Worley,2/22/95,73,215,West Virginia,3,REG,Daryl,3200574f-5261-6410-d895-940efbad622c,2016,Sun,12/8/19,16:25:00,Tennessee Titans,Oakland Raiders,42,21,552,1,355,1,2019,TRUE,Oakland Raiders,Tennessee Titans,LV,TEN,3,168,Bermuda Grass,Grass,Oakland Coliseum,FALSE,57.75,57.75,3.25,85,20.75,37.7567,-122.1931,36.1992,-86.8045,1944.766337,7,7
2019_15_JAX_LV_Allen,2019_JAX_41_Allen,2019_15_JAX_OAK,LV,JAX,REG,15,LV,home,JAX,JAX,49,43814,327,327,2127,Half1,2,2,JAX 49,9,(5:27) 4-D.Carr pass short left to 28-J.Jacobs pushed ob at JAX 35 for 14 yards (54-D.Payne). JAX-41-J.Allen was injured during the play. His return is Questionable.,J,Allen,JAX,41,contact,shoulder,pass rusher,2019,JAX,DL,DE,41,Active,Josh Allen,Joshua,Allen,7/13/97,77,262,Kentucky,0,REG,Josh,3200414c-4c52-8759-5d19-904fa0fc8823,2019,Sun,12/15/19,16:05:00,Jacksonville Jaguars,Oakland Raiders,20,16,262,0,364,0,2019,TRUE,Oakland Raiders,Jacksonville Jaguars,LV,JAX,1,178,Bermuda Grass,Grass,Oakland Coliseum,FALSE,55.75,55.75,5.75,55.5,0,37.7567,-122.1931,30.3237,-81.636,2359.168338,7,7
2019_16_LV_LAC_Mullen,2019_LV_27_Mullen,2019_16_OAK_LAC,LAC,LV,REG,16,LAC,home,LV,LAC,60,43821,253,253,2053,Half1,2,2,LAC 40,10,(4:13) (Shotgun) 17-P.Rivers pass short right to 86-H.Henry to OAK 43 for 17 yards (51-W.Compton). OAK-27-T.Mullen was injured during the play.,T,Mullen,LV,27,contact,head,tackler,2019,LV,DB,CB,27,Active,Trayvon Mullen,Trayvon,Mullen,9/20/97,74,200,Clemson,0,REG,Trayvon,32004d55-4c38-0585-7ea5-54b5f4d9dbd8,2019,Sun,12/22/19,16:05:00,Oakland Raiders,Los Angeles Chargers,24,17,366,0,284,0,2019,TRUE,Los Angeles Chargers,Oakland Raiders,LAC,LV,4,166,Hellas Matrix Turf,Turf,SoFi Stadium,TRUE,64.5,64.5,9,56,0,33.8642,-118.261,37.7567,-122.1931,347.6122738,7,7
2019_16_LV_LAC_Mullen,2019_LV_27_Mullen,2019_16_OAK_LAC,LAC,LV,REG,16,LAC,home,LV,LV,32,43821,135,135,135,Half2,4,3,LV 32,6,(2:15) (Shotgun) 17-P.Rivers pass short right to 16-A.Patton to OAK 22 for 10 yards (27-T.Mullen). OAK-27-T.Mullen was injured during the play.,T,Mullen,LV,27,contact,head,tackler,2019,LV,DB,CB,27,Active,Trayvon Mullen,Trayvon,Mullen,9/20/97,74,200,Clemson,0,REG,Trayvon,32004d55-4c38-0585-7ea5-54b5f4d9dbd8,2019,Sun,12/22/19,16:05:00,Oakland Raiders,Los Angeles Chargers,24,17,366,0,284,0,2019,TRUE,Los Angeles Chargers,Oakland Raiders,LAC,LV,4,166,Hellas Matrix Turf,Turf,SoFi Stadium,TRUE,64.5,64.5,9,56,0,33.8642,-118.261,37.7567,-122.1931,347.6122738,7,7
2019_16_LV_LAC_Perryman,2019_LAC_52_Perryman,2019_16_OAK_LAC,LAC,LV,REG,16,LV,away,LAC,LV,58,43821,310,310,310,Half2,4,1,LV 42,10,(5:10) 33-D.Washington up the middle to OAK 46 for 4 yards (44-K.White). LAC-52-D.Perryman was injured during the play.,D,Perryman,LAC,52,contact,lower body,run defender,2019,LAC,LB,ILB,52,Active,Denzel Perryman,Denzel,Perryman,12/5/92,71,240,Miami,4,REG,Denzel,32005045-5277-5462-491f-9c5c82a7d666,2015,Sun,12/22/19,16:05:00,Oakland Raiders,Los Angeles Chargers,24,17,366,0,284,0,2019,TRUE,Los Angeles Chargers,Oakland Raiders,LAC,LV,4,166,Hellas Matrix Turf,Turf,SoFi Stadium,TRUE,64.5,64.5,9,56,0,33.8642,-118.261,37.7567,-122.1931,347.6122738,7,7
2019_16_LV_LAC_Richard,2019_LV_30_Richard,2019_16_OAK_LAC,LAC,LV,REG,16,LV,away,LAC,LV,85,43821,562,1462,3262,Half1,1,1,LV 15,10,(9:22) 4-D.Carr pass short left to 30-J.Richard to OAK 14 for -1 yards (33-D.James). OAK-30-J.Richard was injured during the play. His return is Questionable.,J,Richard,LV,30,contact,lower body,ball carrier,2019,LV,RB,RB,30,Active,Jalen Richard,Jalen,Richard,10/15/93,68,207,Southern Mississippi,3,REG,Jalen,32005249-4321-5247-7a5e-942202d7199a,2016,Sun,12/22/19,16:05:00,Oakland Raiders,Los Angeles Chargers,24,17,366,0,284,0,2019,TRUE,Los Angeles Chargers,Oakland Raiders,LAC,LV,4,166,Hellas Matrix Turf,Turf,SoFi Stadium,TRUE,64.5,64.5,9,56,0,33.8642,-118.261,37.7567,-122.1931,347.6122738,7,7
2019_17_LV_DEN_Compton,2019_LV_51_Compton,2019_17_OAK_DEN,DEN,LV,REG,17,DEN,home,LV,LV,25,43828,115,115,115,Half2,4,3,LV 25,8,"(1:55) 30-P.Lindsay up the middle to OAK 24 for 1 yard (50-N.Morrow). OAK-51-W.Compton was injured during the play. PENALTY on DEN-72-G.Bolles, Unnecessary Roughness, 15 yards, enforced at OAK 24.",W,Compton,LV,51,contact,upper body/ shoulder,run defender,2019,LV,LB,ILB,51,Active,Will Compton,William,Compton,9/19/89,73,235,Nebraska,6,REG,Will,3200434f-4d67-3597-dd27-1e2e40c96ad4,2013,Sun,12/29/19,16:25:00,Denver Broncos,Oakland Raiders,16,15,238,1,477,1,2019,FALSE,Denver Broncos,Oakland Raiders,DEN,LV,3,183,Kentucky Bluegrass,Grass,Empower Field at Mile High,FALSE,31.5,28,3.25,33.75,0,39.5791,-104.83,37.7567,-122.1931,943.6575276,7,7
2019_17_LV_DEN_Miller,2019_DEN_58_Miller,2019_17_OAK_DEN,DEN,LV,REG,17,LV,away,DEN,DEN,41,43828,828,1728,1728,Half2,3,2,DEN 41,12,"(13:48) 4-D.Carr pass short right to 33-D.Washington to DEN 41 for no gain (31-J.Simmons, 51-T.Davis) [58-V.Miller]. DEN-58-V.Miller was injured during the play.",V,Miller,DEN,58,contact,upper body,tackler,2019,DEN,LB,OLB,58,Active,Von Miller,Vonnie,Miller,3/26/89,75,250,Texas A&amp;M,8,REG,Von,32004d49-4c59-7654-8608-622051b53bd3,2011,Sun,12/29/19,16:25:00,Denver Broncos,Oakland Raiders,16,15,238,1,477,1,2019,FALSE,Denver Broncos,Oakland Raiders,DEN,LV,3,183,Kentucky Bluegrass,Grass,Empower Field at Mile High,FALSE,31.5,28,3.25,33.75,0,39.5791,-104.83,37.7567,-122.1931,943.6575276,7,7
2019_17_LV_DEN_Morrow,2019_LV_50_Morrow,2019_17_OAK_DEN,DEN,LV,REG,17,DEN,home,LV,LV,41,43828,71,71,1871,Half1,2,1,LV 41,10,(1:11) (Shotgun) 3-D.Lock scrambles left end to OAK 29 for 12 yards (50-N.Morrow). OAK-50-N.Morrow was injured during the play.,N,Morrow,LV,50,contact,upper body,tackler,2019,LV,LB,ILB,50,Active,Nicholas Morrow,Nicholas,Morrow,7/10/95,72,225,Greenville,2,REG,Nicholas,32004d4f-5270-9781-eda2-89daaedb48f7,2017,Sun,12/29/19,16:25:00,Denver Broncos,Oakland Raiders,16,15,238,1,477,1,2019,FALSE,Denver Broncos,Oakland Raiders,DEN,LV,3,183,Kentucky Bluegrass,Grass,Empower Field at Mile High,FALSE,31.5,28,3.25,33.75,0,39.5791,-104.83,37.7567,-122.1931,943.6575276,7,7
