connector,player_id,game_id,home_team,away_team,season_type,week,posteam,posteam_type,defteam,side_of_field,yardline_100,game_date,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,game_half,qtr,down,yrdln,ydstogo,desc,injured_first_name,injured_last_name,injured_team,injured_player_num,contact_noncontact,injury_area,player_role,season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,years_exp,game_type,football_name,entry_year,day,date,time,winner.tie,loser.tie,pts_w,pts_l,yds_w,tov_w,yds_l,tov_l,loser_is_home,Home_Team,Away_Team,Home_abbr,Away_abbr,num_injuries,num_plays,surface,surface_type,stadium,dome,Avg_Temp,Avg_Feels_Like,Avg_Wind_MPH,Avg_Humidity_Percent,Avg_Percipitation_Prob_Percent,Home_latitude,Home_longitude,Away_latitude,Away_longitude,Neutral_latitude,Neutral_longitude,distance_miles_away,distance_miles_home,HOME_day_since_last_game,AWAY_day_since_last_game,spread_line,total_line,weeks_bucketed
2019_10_SEA_SF_Wright,2019_SEA_50_Wright,2019_10_SEA_SF,SF,SEA,REG,10,SF,home,SEA,SEA,23,43780,461,461,461,Half2,4,1,SEA 23,10,(7:41) 31-R.Mostert left guard to SEA 16 for 7 yards (54-B.Wagner; 37-Q.Diggs). SEA-50-K.Wright was injured during the play.,K,Wright,SEA,50,contact,shoulder,run defender,2019,SEA,LB,OLB,50,Active,K.J. Wright,Kenneth,Wright,32712,76,246,Mississippi State,8,DIV,K.J.,2011,Mon,43780,0.84375,Seattle Seahawks,San Francisco 49ers,27,24,336,4,302,3,TRUE,San Francisco 49ers,Seattle Seahawks,SF,SEA,8,220,"Bermuda Grass,Perennial Ryegrass Mixture",Grass,Levi's Stadium,FALSE,71.25,71.25,2,35.75,0,37.4029,-121.9678,47.5932,-122.3318,0,0,704.3670052,0,11,8,6.5,47,3
2019_11_ARI_SF_Williams,2019_SF_24_Williams,2019_11_ARI_SF,SF,ARI,REG,11,ARI,away,SF,SF,26,43786,221,1121,1121,Half2,3,2,SF 26,11,(3:41) (Shotgun) 1-K.Murray pass short left to 13-C.Kirk to SF 25 for 1 yard (90-D.Moore). SF-24-K.Williams was injured during the play. Caught at SF 28. 3-yac,K,Williams,SF,24,contact,shoulder,tackler,2019,SF,DB,CB,24,Active,K'Waun Williams,K'Waun,Williams,33431,69,183,Pittsburgh,5,SB,K'Waun,2014,Sun,43786,0.670138889,San Francisco 49ers,Arizona Cardinals,36,26,442,2,266,2,FALSE,San Francisco 49ers,Arizona Cardinals,SF,ARI,3,191,"Bermuda Grass,Perennial Ryegrass Mixture",Grass,Levi's Stadium,FALSE,70.5,70.5,4.5,45.25,0,37.4029,-121.9678,33.5276,-112.2626,0,0,607.8612283,0,6,7,10,44,3
2019_11_ATL_CAR_McKinley,2019_ATL_98_McKinley,2019_11_ATL_CAR,CAR,ATL,REG,11,CAR,home,ATL,CAR,70,43786,110,1010,2810,Half1,1,3,CAR 30,10,(1:50) (Shotgun) 7-K.Allen sacked at CAR 21 for -9 yards (98-T.McKinley). ATL-98-T.McKinley was injured during the play. His return is Questionable.,T,McKinley,ATL,98,contact,upper body,tackler,2019,ATL,DL,DE,98,NA,Takkarist McKinley,Takkarist,McKinley,35005,74,250,UCLA,2,REG,Takkarist,2017,Sun,43786,0.541666667,Atlanta Falcons,Carolina Panthers,29,3,349,0,347,4,TRUE,Carolina Panthers,Atlanta Falcons,CAR,ATL,1,178,Bermuda Grass,Grass,Bank of America Stadium,FALSE,54.25,54.25,8.75,50.75,0,35.2256,-80.8513,33.7551,-84.401,0,0,226.2384871,0,7,7,3.5,49,3
2019_11_BUF_MIA_Boehm,2019_MIA_76_Boehm,2019_11_BUF_MIA,MIA,BUF,REG,11,MIA,home,BUF,MIA,63,43786,434,434,2234,Half1,2,1,MIA 37,10,(7:14) (Shotgun) 27-K.Ballage up the middle to MIA 38 for 1 yard (58-M.Milano). MIA-76-E.Boehm was injured during the play. His return is Questionable.,E,Boehm,MIA,76,contact,upper body,run blocker,2019,MIA,OL,G,76,Active,Evan Boehm,Evan,Boehm,34200,75,321,Missouri,3,REG,Evan,2016,Sun,43786,0.541666667,Buffalo Bills,Miami Dolphins,37,20,424,0,303,1,TRUE,Miami Dolphins,Buffalo Bills,MIA,BUF,7,189,Bermuda Grass,Grass,Hard Rock Stadium,TRUE,61.5,61.5,8.25,77.25,0,25.9579,-80.2388,42.7738,-78.7875,0,0,1164.831875,0,7,7,-7,41.5,3
2019_11_BUF_MIA_McCain,2019_MIA_28_McCain,2019_11_BUF_MIA,MIA,BUF,REG,11,BUF,away,MIA,MIA,37,43786,641,1541,1541,Half2,3,1,MIA 37,10,(10:41) (Shotgun) 17-Jos.Allen pass short middle to 10-C.Beasley to MIA 22 for 15 yards (28-B.McCain). MIA-28-B.McCain was injured during the play. His return is Questionable.,B,McCain,MIA,28,contact,head/neck,tackler,2019,MIA,DB,CB,28,NA,Bobby McCain,Bobby,McCain,34199,71,192,Memphis,4,REG,Bobby,2015,Sun,43786,0.541666667,Buffalo Bills,Miami Dolphins,37,20,424,0,303,1,TRUE,Miami Dolphins,Buffalo Bills,MIA,BUF,7,189,Bermuda Grass,Grass,Hard Rock Stadium,TRUE,61.5,61.5,8.25,77.25,0,25.9579,-80.2388,42.7738,-78.7875,0,0,1164.831875,0,7,7,-7,41.5,3
2019_11_BUF_MIA_Needham,2019_MIA_40_Needham,2019_11_BUF_MIA,MIA,BUF,REG,11,BUF,away,MIA,BUF,75,43786,213,213,2013,Half1,2,1,BUF 25,10,(3:33) (Shotgun) 17-Jos.Allen pass short middle to 15-J.Brown to BUF 42 for 17 yards (40-N.Needham) [56-D.Godchaux]. MIA-40-N.Needham was injured during the play. His return is Questionable.,N,Needham,MIA,40,contact,upper body,tackler,2019,MIA,DB,DB,40,Active,Nik Needham,Nikolas,Needham,35373,72,193,Texas-El Paso,0,REG,Nik,2019,Sun,43786,0.541666667,Buffalo Bills,Miami Dolphins,37,20,424,0,303,1,TRUE,Miami Dolphins,Buffalo Bills,MIA,BUF,7,189,Bermuda Grass,Grass,Hard Rock Stadium,TRUE,61.5,61.5,8.25,77.25,0,25.9579,-80.2388,42.7738,-78.7875,0,0,1164.831875,0,7,7,-7,41.5,3
2019_11_BUF_MIA_Nsekhe,2019_BUF_77_Nsekhe,2019_11_BUF_MIA,MIA,BUF,REG,11,BUF,away,MIA,MIA,18,43786,566,1466,1466,Half2,3,2,MIA 18,6,"(9:26) (Shotgun) 26-D.Singletary up the middle to MIA 15 for 3 yards (93-A.Moss). FUMBLES (93-A.Moss), and recovers at MIA 19. 26-D.Singletary to MIA 18 for 1 yard (33-J.Wiltz). BUF-77-T.Nsekhe was injured during the play. His return is Questionable.",T,Nsekhe,BUF,77,contact,knee,run blocker,2019,BUF,OL,T,77,Active,Ty Nsekhe,Attauyo,Nsekhe,31347,80,330,Texas State,7,WC,Ty,2012,Sun,43786,0.541666667,Buffalo Bills,Miami Dolphins,37,20,424,0,303,1,TRUE,Miami Dolphins,Buffalo Bills,MIA,BUF,7,189,Bermuda Grass,Grass,Hard Rock Stadium,TRUE,61.5,61.5,8.25,77.25,0,25.9579,-80.2388,42.7738,-78.7875,0,0,1164.831875,0,7,7,-7,41.5,3
2019_11_BUF_MIA_Rowe,2019_MIA_21_Rowe,2019_11_BUF_MIA,MIA,BUF,REG,11,BUF,away,MIA,BUF,53,43786,861,1761,3561,Half1,1,1,BUF 47,10,"(14:21) (No Huddle, Shotgun) 17-Jos.Allen pass short right to 19-I.McKenzie to MIA 47 for 6 yards (47-V.Biegel). MIA-21-E.Rowe was injured during the play. His return is Questionable.",E,Rowe,MIA,21,contact,lower body,tackler,2019,MIA,DB,CB,21,Active,Eric Rowe,Nelson,Rowe,33880,73,205,Utah,4,REG,Eric,2015,Sun,43786,0.541666667,Buffalo Bills,Miami Dolphins,37,20,424,0,303,1,TRUE,Miami Dolphins,Buffalo Bills,MIA,BUF,7,189,Bermuda Grass,Grass,Hard Rock Stadium,TRUE,61.5,61.5,8.25,77.25,0,25.9579,-80.2388,42.7738,-78.7875,0,0,1164.831875,0,7,7,-7,41.5,3
2019_11_CHI_LAR_Brockers,2019_LAR_90_Brockers,2019_11_CHI_LAR,LAR,CHI,REG,11,CHI,away,LA,CHI,80,43786,847,847,847,Half2,4,1,CHI 20,10,(14:07) (Shotgun) 10-M.Trubisky pass incomplete deep right to 12-A.Robinson. LA-90-M.Brockers was injured during the play. His return is Probable.,M,Brockers,LAR,90,contact,upper body,pass rusher,2019,LAR,DL,DT,90,Active,Michael Brockers,Michael,Brockers,33228,77,305,Louisiana State,7,REG,Michael,2012,Sun,43786,0.847222222,Los Angeles Rams,Chicago Bears,17,7,283,2,267,1,FALSE,Los Angeles Rams,Chicago Bears,LAR,CHI,2,167,Hellas Matrix Turf,Turf,SoFi Stadium,TRUE,80.25,80.25,4.5,20.25,0,33.8642,-118.261,42.256,-87.8954,0,0,1739.815973,0,7,7,5,40,3
2019_11_CHI_LAR_Fowler,2019_LAR_56_Fowler,2019_11_CHI_LAR,LAR,CHI,REG,11,CHI,away,LA,CHI,74,43786,802,802,802,Half2,4,3,CHI 26,4,"(13:22) (Shotgun) 10-M.Trubisky sacked at CHI 14 for -12 yards (99-A.Donald). LA-56-D.Fowler was injured during the play. His return is Probable. PENALTY on LA-22-T.Hill, Defensive Holding, 5 yards, enforced at CHI 26 - No Play.",D,Fowler,LAR,56,contact,head,pass rusher,2019,LAR,LB,OLB,56,Active,Dante Fowler,Dante Fowler Jr.,Fowler,34549,75,255,Florida,4,REG,Dante,2015,Sun,43786,0.847222222,Los Angeles Rams,Chicago Bears,17,7,283,2,267,1,FALSE,Los Angeles Rams,Chicago Bears,LAR,CHI,2,167,Hellas Matrix Turf,Turf,SoFi Stadium,TRUE,80.25,80.25,4.5,20.25,0,33.8642,-118.261,42.256,-87.8954,0,0,1739.815973,0,7,7,5,40,3
2019_11_CIN_LV_Dunlap,2019_CIN_96_Dunlap,2019_11_CIN_OAK,LV,CIN,REG,11,LV,home,CIN,CIN,4,43786,665,665,665,Half2,4,4,CIN 4,1,(11:05) 45-A.Ingold up the middle to CIN 1 for 3 yards (97-G.Atkins; 36-S.Williams). CIN-96-C.Dunlap was injured during the play. His return is Questionable.,C,Dunlap,CIN,96,contact,upper body,run defender,2019,CIN,DL,DE,96,Active,Carlos Dunlap,Carlos,Dunlap,32567,78,285,Florida,9,REG,Carlos,2010,Sun,43786,0.684027778,Oakland Raiders,Cincinnati Bengals,17,10,386,2,246,2,FALSE,Oakland Raiders,Cincinnati Bengals,LV,CIN,3,175,Bermuda Grass,Grass,Oakland Coliseum,FALSE,70.25,70.25,5,43.25,0,37.7567,-122.1931,39.0964,-84.5164,0,0,2026.926011,0,10,7,13,48,3
2019_11_CIN_LV_Jackson,2019_CIN_22_Jackson,2019_11_CIN_OAK,LV,CIN,REG,11,LV,home,CIN,CIN,34,43786,775,775,775,Half2,4,1,CIN 34,10,(12:55) 28-J.Jacobs left tackle pushed ob at CIN 13 for 21 yards (22-W.Jackson III; 96-C.Dunlap). CIN-22-W.Jackson III was injured during the play. His return is Questionable.,W,Jackson,CIN,22,contact,upper body,tackler,2019,CIN,DB,CB,22,Active,William Jackson,William,Jackson,33904,72,196,Houston,3,REG,William,2016,Sun,43786,0.684027778,Oakland Raiders,Cincinnati Bengals,17,10,386,2,246,2,FALSE,Oakland Raiders,Cincinnati Bengals,LV,CIN,3,175,Bermuda Grass,Grass,Oakland Coliseum,FALSE,70.25,70.25,5,43.25,0,37.7567,-122.1931,39.0964,-84.5164,0,0,2026.926011,0,10,7,13,48,3
2019_11_CIN_LV_Tate,2019_CIN_19_Tate,2019_11_CIN_OAK,LV,CIN,REG,11,CIN,away,LV,CIN,53,43786,411,411,411,Half2,4,3,CIN 47,19,(6:51) (Shotgun) 5-R.Finley pass deep middle to 19-A.Tate to OAK 33 for 20 yards (35-C.Riley). CIN-19-A.Tate was injured during the play. His return is Doubtful.,A,Tate,CIN,19,contact,head/neck,pass catcher,2019,CIN,WR,WR,19,NA,Auden Tate,Auden,Tate,35464,77,228,Florida State,1,REG,Auden,2018,Sun,43786,0.684027778,Oakland Raiders,Cincinnati Bengals,17,10,386,2,246,2,FALSE,Oakland Raiders,Cincinnati Bengals,LV,CIN,3,175,Bermuda Grass,Grass,Oakland Coliseum,FALSE,70.25,70.25,5,43.25,0,37.7567,-122.1931,39.0964,-84.5164,0,0,2026.926011,0,10,7,13,48,3
2019_11_DAL_DET_Agnew,2019_DET_39_Agnew,2019_11_DAL_DET,DET,DAL,REG,11,DET,home,DAL,DAL,35,43786,476,476,476,Half2,4,NA,DAL 35,0,2-B.Maher kicks 69 yards from DAL 35 to DET -4. 39-J.Agnew to DET 25 for 29 yards (49-J.Olawale). DET-39-J.Agnew was injured during the play. His return is Questionable.,J,Agnew,DET,39,contact,lower body,ball carrier,2019,DET,DB,CB,39,Active,Jamal Agnew,Jamal,Agnew,34792,70,190,San Diego,2,REG,Jamal,2017,Sun,43786,0.541666667,Dallas Cowboys,Detroit Lions,35,27,509,1,312,0,TRUE,Detroit Lions,Dallas Cowboys,DET,DAL,5,185,FieldTurf Classic HD,Turf,Ford Field,TRUE,37.25,34.5,3,57,0,42.34,-83.0455,32.9049,-97.0359,0,0,1003.249436,0,7,7,-7.5,46.5,3
2019_11_DAL_DET_Collins,2019_DAL_71_Collins,2019_11_DAL_DET,DET,DAL,REG,11,DAL,away,DET,DAL,69,43786,342,342,342,Half2,4,1,DAL 31,10,(5:42) 4-D.Prescott pass incomplete deep left to 19-A.Cooper [90-T.Flowers]. DAL-71-L.Collins was injured during the play. His return is Doubtful.,L,Collins,DAL,71,contact,lower body,run blocker,2019,DAL,OL,T,71,Active,La'el Collins,La'el,Collins,34176,76,320,Louisiana State,4,REG,La'el,2015,Sun,43786,0.541666667,Dallas Cowboys,Detroit Lions,35,27,509,1,312,0,TRUE,Detroit Lions,Dallas Cowboys,DET,DAL,5,185,FieldTurf Classic HD,Turf,Ford Field,TRUE,37.25,34.5,3,57,0,42.34,-83.0455,32.9049,-97.0359,0,0,1003.249436,0,7,7,-7.5,46.5,3
2019_11_DAL_DET_Flowers,2019_DET_90_Flowers,2019_11_DAL_DET,DET,DAL,REG,11,DAL,away,DET,DET,40,43786,244,244,244,Half2,4,2,DET 40,9,(4:04) (Shotgun) 4-D.Prescott pass incomplete short right to 18-R.Cobb. DET-90-T.Flowers was injured during the play.,T,Flowers,DET,90,contact,shoulder,pass blocker,2019,DET,DL,DE,90,Active,Trey Flowers,Trey,Flowers,34197,74,265,Arkansas,4,REG,Trey,2015,Sun,43786,0.541666667,Dallas Cowboys,Detroit Lions,35,27,509,1,312,0,TRUE,Detroit Lions,Dallas Cowboys,DET,DAL,5,185,FieldTurf Classic HD,Turf,Ford Field,TRUE,37.25,34.5,3,57,0,42.34,-83.0455,32.9049,-97.0359,0,0,1003.249436,0,7,7,-7.5,46.5,3
2019_11_DAL_DET_Lawrence,2019_DAL_90_Lawrence,2019_11_DAL_DET,DET,DAL,REG,11,DET,home,DAL,DAL,46,43786,418,418,418,Half2,4,1,DAL 46,10,"(6:58) (No Huddle, Shotgun) 2-J.Driskel pass short left to 31-T.Johnson to DAL 46 for no gain (90-D.Lawrence). DAL-90-D.Lawrence was injured during the play.",D,Lawrence,DAL,90,contact,shoulder,tackler,2019,DAL,DL,DE,90,Active,Demarcus Lawrence,Demarcus,Lawrence,33722,75,265,Boise State,5,REG,Demarcus,2014,Sun,43786,0.541666667,Dallas Cowboys,Detroit Lions,35,27,509,1,312,0,TRUE,Detroit Lions,Dallas Cowboys,DET,DAL,5,185,FieldTurf Classic HD,Turf,Ford Field,TRUE,37.25,34.5,3,57,0,42.34,-83.0455,32.9049,-97.0359,0,0,1003.249436,0,7,7,-7.5,46.5,3
2019_11_DEN_MIN_Janovich,2019_DEN_32_Janovich,2019_11_DEN_MIN,MIN,DEN,REG,11,DEN,away,MIN,MIN,14,43786,120,120,1920,Half1,2,2,MIN 14,7,(2:00) (Shotgun) 2-B.Allen pass short left to 32-A.Janovich to MIN 11 for 3 yards (50-E.Wilson). DEN-32-A.Janovich was injured during the play.,A,Janovich,DEN,32,contact,elbow,ball carrier,2019,DEN,RB,RB,32,NA,Andy Janovich,Andy,Janovich,34112,73,238,Nebraska,3,REG,Andy,2016,Sun,43786,0.541666667,Minnesota Vikings,Denver Broncos,27,23,321,2,394,1,FALSE,Minnesota Vikings,Denver Broncos,MIN,DEN,3,188,UBU Sports Speed S5-M,Turf,U.S. Bank Stadium,TRUE,37.25,31.25,7.5,79.75,0,44.9746,-93.2598,39.5791,-104.83,0,0,698.185566,0,7,14,10,40.5,3
2019_11_DEN_MIN_Purcell,2019_DEN_98_Purcell,2019_11_DEN_MIN,MIN,DEN,REG,11,MIN,home,DEN,MIN,75,43786,692,1592,3392,Half1,1,1,MIN 25,10,(11:32) 33-D.Cook left tackle to MIN 28 for 3 yards (98-M.Purcell). DEN-98-M.Purcell was injured during the play.,M,Purcell,DEN,98,contact,upper body,run blocker,2019,DEN,DL,NT,98,Active,Mike Purcell,Michael,Purcell,33348,75,328,Wyoming,6,REG,Mike,2013,Sun,43786,0.541666667,Minnesota Vikings,Denver Broncos,27,23,321,2,394,1,FALSE,Minnesota Vikings,Denver Broncos,MIN,DEN,3,188,UBU Sports Speed S5-M,Turf,U.S. Bank Stadium,TRUE,37.25,31.25,7.5,79.75,0,44.9746,-93.2598,39.5791,-104.83,0,0,698.185566,0,7,14,10,40.5,3
2019_11_DEN_MIN_Risner,2019_DEN_66_Risner,2019_11_DEN_MIN,MIN,DEN,REG,11,DEN,away,MIN,MIN,1,43786,771,771,2571,Half1,2,2,MIN 1,1,(12:51) 28-R.Freeman up the middle to MIN 1 for no gain (97-E.Griffen; 54-E.Kendricks). DEN-66-D.Risner was injured during the play.,D,Risner,DEN,66,contact,face,pass blocker,2019,DEN,OL,G,66,Active,Dalton Risner,Dalton,Risner,34893,77,312,Kansas State,0,REG,Dalton,2019,Sun,43786,0.541666667,Minnesota Vikings,Denver Broncos,27,23,321,2,394,1,FALSE,Minnesota Vikings,Denver Broncos,MIN,DEN,3,188,UBU Sports Speed S5-M,Turf,U.S. Bank Stadium,TRUE,37.25,31.25,7.5,79.75,0,44.9746,-93.2598,39.5791,-104.83,0,0,698.185566,0,7,14,10,40.5,3
2019_11_HOU_BAL_Johnson,2019_HOU_32_Johnson,2019_11_HOU_BAL,BAL,HOU,REG,11,BAL,home,HOU,BAL,59,43786,551,1451,1451,Half2,3,2,BAL 41,1,(9:11) (Shotgun) 8-L.Jackson left tackle to HOU 20 for 39 yards (20-J.Reid). HOU-32-L.Johnson was injured during the play.,L,Johnson,HOU,32,contact,lower body,run blocker,2019,HOU,DB,DB,32,Active,Lonnie Johnson,Lonnie,Johnson,35007,74,213,Kentucky,0,DIV,Lonnie,2019,Sun,43786,0.541666667,Baltimore Ravens,Houston Texans,41,7,491,0,232,2,FALSE,Baltimore Ravens,Houston Texans,BAL,HOU,2,168,Bermuda Grass,Grass,M&T Bank Stadium,FALSE,42.75,38.5,7.25,58.5,0,39.3972,-76.8352,29.6849,-95.4106,0,0,1248.398299,0,7,14,4,51,3
2019_11_JAX_IND_Ya-Sin,2019_IND_34_Ya-Sin,2019_11_JAX_IND,IND,JAX,REG,11,JAX,away,IND,JAX,75,43786,526,1426,1426,Half2,3,1,JAX 25,10,(8:46) (Shotgun) 27-L.Fournette right end to JAX 23 for -2 yards (34-R.Ya-Sin). IND-34-R.Ya-Sin was injured during the play. His return is Questionable.,R,Ya-Sin,IND,34,contact,lower body,tackler,2019,IND,DB,DB,34,Active,Rock Ya-Sin,Abdurrahman,Ya-Sin,35208,72,190,Temple,0,REG,Rock,2019,Sun,43786,0.541666667,Indianapolis Colts,Jacksonville Jaguars,33,13,389,2,308,1,FALSE,Indianapolis Colts,Jacksonville Jaguars,IND,JAX,2,169,Shaw Sports Momentum Pro,Turf,Lucas Oil Stadium,TRUE,42,42,2,60.5,0,39.7255,-86.2698,30.3237,-81.636,0,0,700.2778329,0,7,14,2.5,41.5,3
2019_11_KC_LAC_Allen,2019_LAC_13_Allen,2019_11_KC_LAC,LAC,KC,REG,11,LAC,home,KC,KC,8,43787,307,307,2107,Half1,2,3,KC 8,8,(5:07) (Shotgun) 17-P.Rivers pass incomplete short middle to 13-K.Allen (22-J.Thornhill). LAC-13-K.Allen was injured during the play. His return is Questionable.,K,Allen,LAC,13,contact,upper body,pass receiver,2019,LAC,WR,WR,13,Active,Keenan Allen,Keenan,Allen,33721,74,211,California,6,REG,Keenan,2013,Mon,43787,0.84375,Kansas City Chiefs,Los Angeles Chargers,24,17,310,1,438,4,NEUTRAL,Los Angeles Chargers,Kansas City Chiefs,LAC,KC,4,189,Tifway 419,Grass,Estadio Azteca,FALSE,62,62,5.5,60.25,21.25,33.8642,-118.261,39.0482,-94.4831,19.3023,-99.1509,1392.601656,1546.303089,11,8,-5.5,52.5,3
2019_11_KC_LAC_Ingram,2019_LAC_54_Ingram,2019_11_KC_LAC,LAC,KC,REG,11,KC,away,LAC,LAC,42,43787,141,141,141,Half2,4,3,LAC 42,4,(2:21) (Shotgun) 15-P.Mahomes sacked at LAC 44 for -2 yards (54-M.Ingram). LAC-54-M.Ingram was injured during the play. His return is Questionable.,M,Ingram,LAC,54,contact,upper body,tackler,2019,LAC,DL,DE,54,Active,Melvin Ingram,Melvin,Ingram,32624,74,247,South Carolina,7,REG,Melvin,2012,Mon,43787,0.84375,Kansas City Chiefs,Los Angeles Chargers,24,17,310,1,438,4,NEUTRAL,Los Angeles Chargers,Kansas City Chiefs,LAC,KC,4,189,Tifway 419,Grass,Estadio Azteca,FALSE,62,62,5.5,60.25,21.25,33.8642,-118.261,39.0482,-94.4831,19.3023,-99.1509,1392.601656,1546.303089,11,8,-5.5,52.5,3
2019_11_KC_LAC_Reiter,2019_KC_62_Reiter,2019_11_KC_LAC,LAC,KC,REG,11,KC,away,LAC,KC,82,43787,194,1094,2894,Half1,1,3,KC 18,7,(3:14) (Shotgun) 15-P.Mahomes scrambles right end ran ob at KC 42 for 24 yards (27-J.Watkins). KC-62-A.Reiter was injured during the play. His return is Questionable.,A,Reiter,KC,62,contact,upper body,pass blocker,2019,KC,OL,C,62,Active,Austin Reiter,Austin,Reiter,33569,75,300,South Florida,4,SB,Austin,2015,Mon,43787,0.84375,Kansas City Chiefs,Los Angeles Chargers,24,17,310,1,438,4,NEUTRAL,Los Angeles Chargers,Kansas City Chiefs,LAC,KC,4,189,Tifway 419,Grass,Estadio Azteca,FALSE,62,62,5.5,60.25,21.25,33.8642,-118.261,39.0482,-94.4831,19.3023,-99.1509,1392.601656,1546.303089,11,8,-5.5,52.5,3
2019_11_KC_LAC_Williams,2019_KC_26_Williams,2019_11_KC_LAC,LAC,KC,REG,11,KC,away,LAC,KC,69,43787,261,261,2061,Half1,2,2,KC 31,4,(4:21) (Shotgun) 26-Dam.Williams left end to KC 33 for 2 yards (23-R.Jenkins). KC-26-Dam.Williams was injured during the play. His return is Questionable.,Dam,Williams,KC,26,contact,upper body,ball carrier,2019,KC,RB,RB,26,Active,Damien Williams,Damien,Williams,33697,71,224,Oklahoma,5,SB,Damien,2014,Mon,43787,0.84375,Kansas City Chiefs,Los Angeles Chargers,24,17,310,1,438,4,NEUTRAL,Los Angeles Chargers,Kansas City Chiefs,LAC,KC,4,189,Tifway 419,Grass,Estadio Azteca,FALSE,62,62,5.5,60.25,21.25,33.8642,-118.261,39.0482,-94.4831,19.3023,-99.1509,1392.601656,1546.303089,11,8,-5.5,52.5,3
2019_11_NE_PHI_Gerry,2019_PHI_47_Gerry,2019_11_NE_PHI,PHI,NE,REG,11,NE,away,PHI,PHI,25,43786,314,314,2114,Half1,2,2,PHI 25,2,(5:14) 34-R.Burkhead right end to PHI 21 for 4 yards (47-N.Gerry; 31-J.Mills). PHI-47-N.Gerry was injured during the play. His return is Probable.,N,Gerry,PHI,47,contact,lower body,tackler,2019,PHI,LB,LB,47,Active,Nate Gerry,Nathan,Gerry,34753,74,230,Nebraska,2,WC,Nathan,2017,Sun,43786,0.684027778,New England Patriots,Philadelphia Eagles,17,10,298,0,255,1,TRUE,Philadelphia Eagles,New England Patriots,PHI,NE,4,192,Desso GrassMaster,Grass,Lincoln Financial Field,FALSE,41.5,36.75,8,67,0,39.9074,-75.1783,42.0909,-71.2644,0,0,253.7703479,0,14,14,-4.5,45,3
2019_11_NE_PHI_Maddox,2019_PHI_29_Maddox,2019_11_NE_PHI,PHI,NE,REG,11,NE,away,PHI,NE,59,43786,620,620,620,Half2,4,3,NE 41,11,(10:20) (Shotgun) 12-T.Brady pass incomplete deep right to 11-J.Edelman (29-A.Maddox) [91-F.Cox]. PHI-29-A.Maddox was injured during the play.,A,Maddox,PHI,29,contact,lower body,pass defender,2019,PHI,DB,CB,29,Active,Avonte Maddox,Avonte,Maddox,35155,69,184,Pittsburgh,1,WC,Avonte,2018,Sun,43786,0.684027778,New England Patriots,Philadelphia Eagles,17,10,298,0,255,1,TRUE,Philadelphia Eagles,New England Patriots,PHI,NE,4,192,Desso GrassMaster,Grass,Lincoln Financial Field,FALSE,41.5,36.75,8,67,0,39.9074,-75.1783,42.0909,-71.2644,0,0,253.7703479,0,14,14,-4.5,45,3
2019_11_NE_PHI_Peters,2019_PHI_71_Peters,2019_11_NE_PHI,PHI,NE,REG,11,PHI,home,NE,PHI,65,43786,195,195,195,Half2,4,2,PHI 35,10,"(3:15) (Shotgun) 11-C.Wentz pass incomplete short middle to 80-J.Matthews [53-K.Van Noy]. PHI-71-J.Peters was injured during the play. His return is Questionable. PENALTY on NE-24-S.Gilmore, Defensive Holding, 5 yards, enforced at PHI 35 - No Play.",J,Peters,PHI,71,contact,knee,pass blocker,2019,PHI,OL,OT,71,Active,Jason Peters,Jason,Peters,29973,76,328,Arkansas,15,WC,Jason,2004,Sun,43786,0.684027778,New England Patriots,Philadelphia Eagles,17,10,298,0,255,1,TRUE,Philadelphia Eagles,New England Patriots,PHI,NE,4,192,Desso GrassMaster,Grass,Lincoln Financial Field,FALSE,41.5,36.75,8,67,0,39.9074,-75.1783,42.0909,-71.2644,0,0,253.7703479,0,14,14,-4.5,45,3
2019_11_NO_TB_Evans,2019_TB_13_Evans,2019_11_NO_TB,TB,NO,REG,11,TB,home,NO,TB,89,43786,352,352,352,Half2,4,1,TB 11,10,(5:52) (Shotgun) 3-J.Winston pass short middle to 13-M.Evans to TB 33 for 22 yards (43-M.Williams). TB-13-M.Evans was injured during the play. His return is Questionable.,M,Evans,TB,13,contact,upper body,pass catcher,2019,TB,WR,WR,13,NA,Mike Evans,Mike,Evans,34202,77,231,Texas A&amp;M,5,REG,Mike,2014,Sun,43786,0.541666667,New Orleans Saints,Tampa Bay Buccaneers,34,17,328,0,334,4,TRUE,Tampa Bay Buccaneers,New Orleans Saints,TB,NO,3,178,Bermuda Grass,Grass,Raymond James Stadium,FALSE,54.5,54.5,2.75,81.75,0,27.9798,-82.495,29.9514,-90.082,0,0,478.3533545,0,7,7,-5,50.5,3
